preco;tamanho (m²);qtd_quartos;qtd_banheiros;qtd_vagas_garagem;bairro;endereco;bairro_tratada;bairro_mais_barato;bairro_norm;endereco_norm;latitude;longitude;CEP_opencage;dist_praca_da_liberdade_km;dist_lagoa_da_pampulha_km;dist_parque_americo_renne_km;dist_parque_das_mangabeiras_km;dist_circuito_da_liberdade_km;dist_mercado_central_km;dist_igreja_sao_jose_km
950000.0;79.0;3;2.0;2;Gutierrez;Rua Benjamim Jacob;Gutierrez;0;gutierrez;rua benjamim jacob;-19.940883;-43.9590024;30430-050;2.7166508864764674;9.283277260921395;3.490496569929065;6.274879385328614;2.7166508864764674;3.5912103111756584;3.490496569929065
598000.0;83.0;3;2.0;2;Buritis;Avenida Deputado Cristóvam Chiaradia;Buritis;0;buritis;avenida deputado cristovam chiaradia;-19.92083;-43.93778;30160-033;1.904096584871651;7.913507285875293;0.4690646883943537;4.94709879734505;1.904096584871651;0.49504877157750926;0.4690646883943537
720000.0;95.0;3;2.0;3;Buritis;Rua Tereza Mota Valadares;Buritis;0;buritis;rua tereza mota valadares;-19.9740666;-43.9720029;30575-180;5.727094848387273;12.818195545528578;7.1545006579799795;8.173021732986616;5.727094848387273;7.282779201580764;7.1545006579799795
870000.0;102.0;4;3.0;2;Buritis;Avenida Deputado Cristóvam Chiaradia;Buritis;0;buritis;avenida deputado cristovam chiaradia;-19.92083;-43.93778;30160-033;1.904096584871651;7.913507285875293;0.4690646883943537;4.94709879734505;1.904096584871651;0.49504877157750926;0.4690646883943537
669000.0;75.0;3;2.0;2;Sagrada Família;Rua Conselheiro Lafaiete;Sagrada Família;0;sagrada familia;rua conselheiro lafaiete;-19.8988167;-43.9231518;31035-460;4.412214610221927;6.99453466591156;2.6554836476256454;5.875213232078515;4.412214610221927;2.514214788841122;2.6554836476256454
400000.0;66.0;3;2.0;1;Floresta;Rua Jacuí;Floresta;0;floresta;rua jacui;-19.9075074;-43.9322657;31015-380;3.322045902315619;7.010289152584366;1.4755131177075616;5.554911109754435;3.322045902315619;1.320995522716382;1.4755131177075616
791990.0;73.0;3;2.0;2;Estoril;Avenida Barão Homem de Melo;Estoril;0;estoril;avenida barao homem de melo;-19.9646166;-43.9566391;30494-310;3.8704387919577403;11.915599343546793;5.431235814015308;6.304416261035518;3.8704387919577403;5.570094144683349;5.431235814015308
540000.0;194.0;3;2.0;1;Carlos Prates;Rua Prados;Carlos Prates;0;carlos prates;rua prados;-19.9142361;-43.9601511;30710-350;3.8125454694176506;6.369536867369878;2.903739352374472;7.3162657804465665;3.8125454694176506;2.868894281351965;2.903739352374472
220000.0;47.0;2;1.0;1;Solimões;Rua Pau-Ferro;Outros;0;solimoes;rua pau-ferro;-19.822566;-43.924341;31742-680;12.758061417257021;6.568556790460476;10.915171615080592;14.009755170533976;12.758061417257021;10.760769301500265;10.915171615080592
677000.0;90.0;3;3.0;2;Palmares;Rua Professor Tabajara Pedroso;Palmares;0;palmares;rua professor tabajara pedroso;-19.8715741;-43.9341828;31155-290;7.298786821037587;4.461156175405681;5.4502386047787255;9.09945049037832;7.298786821037587;5.295276949713459;5.4502386047787255
420000.0;85.0;3;2.0;2;Planalto;Rua Francisco Augusto Rocha;Planalto;0;planalto;rua francisco augusto rocha;-19.8251622;-43.9544154;31744-144;12.631181858598566;4.223714431202179;10.815853796436556;14.656569477291368;12.631181858598566;10.66419241206188;10.815853796436556
545000.0;70.0;3;1.0;1;Palmeiras;Rua Senhora do Porto;Palmeiras;0;palmeiras;rua senhora do porto;-19.9722576;-43.9834489;30575-730;6.508613233183068;12.651002224200377;7.746612751380191;9.234720641077333;6.508613233183068;7.861299194704215;7.746612751380191
435000.0;82.0;3;1.0;2;Santa Mônica;Rua Doutor Álvaro Camargos;Santa Mônica;0;santa monica;rua doutor alvaro camargos;-19.8271418;-43.9681457;31565-180;12.750329197851848;3.5109515130498408;10.991724497126407;15.086125691524211;12.750329197851848;10.845658875505972;10.991724497126407
460000.0;134.0;3;2.0;1;Carlos Prates;Rua Prados;Carlos Prates;0;carlos prates;rua prados;-19.9142361;-43.9601511;30710-350;3.8125454694176506;6.369536867369878;2.903739352374472;7.3162657804465665;3.8125454694176506;2.868894281351965;2.903739352374472
450000.0;85.0;3;2.0;1;Jardim América;Rua Conselheiro Joaquim Caetano;Jardim América;0;jardim america;rua conselheiro joaquim caetano;-19.9504321;-43.9716186;30460-090;4.259162762917375;10.203466144057074;5.18203300068199;7.570018264182038;4.259162762917375;5.281519080246038;5.18203300068199
355000.0;90.0;3;2.0;1;Alto Barroca;Rua Santa Cruz;Alto Barroca;0;alto barroca;rua santa cruz;-19.9342246;-43.9667749;30431-020;3.5231759850611652;8.442921856237872;3.8067334755955073;7.191456723082722;3.5231759850611652;3.8698848128479595;3.8067334755955073
1100000.0;74.0;3;3.0;3;Santo Antônio;Rua Mangabeira;Santo Antônio;0;santo antonio;rua mangabeira;-19.9458676;-43.9465231;30350-180;1.6656145222336698;10.123953967601278;3.1011952534573144;4.93428639062414;1.6656145222336698;3.24062268418688;3.1011952534573144
1250000.0;115.0;3;2.0;3;Luxemburgo;Rua Fábio Couri;Luxemburgo;0;luxemburgo;rua fabio couri;-19.9481029;-43.9567503;30380-350;2.721074332053836;10.111781064586005;3.8939419715001944;6.005005605005503;2.721074332053836;4.015438624451521;3.8939419715001944
490000.0;45.0;2;1.0;0;Nova Suíssa;Rua Bogari;Nova Suíssa;0;nova suissa;rua bogari;-19.9310855;-43.9724711;30421-238;4.161867181660737;8.060102836725903;4.256189909721405;7.847400709452364;4.161867181660737;4.300263251751705;4.256189909721405
460000.0;70.0;2;2.0;1;Colégio Batista;Rua Pouso Alegre;Colégio Batista;0;colegio batista;rua pouso alegre;-19.9115353;-43.9378451;31110-015;2.9135024359433195;7.027489309829199;1.1306573753223257;5.614934901885942;2.9135024359433195;0.9922166431044926;1.1306573753223257
1790000.0;140.0;4;4.0;2;Anchieta;Rua Engenheiro Amaro Lanari;Anchieta;0;anchieta;rua engenheiro amaro lanari;-19.9510092;-43.9295127;30310-530;1.5471777202978565;11.288248947153551;3.367685414874028;3.184875727483274;1.5471777202978565;3.521639606805309;3.367685414874028
280000.0;63.0;2;2.0;1;Jardim América;Rua Lindolfo de Azevedo;Jardim América;0;jardim america;rua lindolfo de azevedo;-19.9434681;-43.9740084;30421-351;4.312524410573362;9.42845792154333;4.94575946883855;7.819485777156014;4.312524410573362;5.026187922196092;4.94575946883855
1090000.0;74.0;3;2.0;2;Anchieta;Rua Dom Vital;Anchieta;0;anchieta;rua dom vital;-19.9467782;-43.9272771;30310-520;1.2052125042742499;10.967479581493105;2.94418920123445;2.9182665254475935;1.2052125042742499;3.0957562949722983;2.94418920123445
790000.0;104.0;3;3.0;2;Jaraguá;Rua Bacupã;Jaraguá;0;jaragua;rua bacupa;-19.857266;-43.9526586;31270-860;9.110530341777077;2.2800855495373566;7.319725585132208;11.382520866779304;9.110530341777077;7.170934526448947;7.319725585132208
1284509.0;72.0;2;2.0;2;Sion;Rua Chicago;Sion;0;sion;rua chicago;-19.9532566;-43.9332269;30315-550;1.7443292418831555;11.361708768942686;3.593067471959929;3.6102466889075937;1.7443292418831555;3.748051744586295;3.593067471959929
449000.0;60.0;2;2.0;1;Penha;Rua Cornélia;Outros;0;penha;rua cornelia;-19.8736878;-43.9123788;31080-020;7.396078352813191;6.715458945362323;5.6568962058511;8.217963625370093;7.396078352813191;5.514336257480102;5.6568962058511
420000.0;65.0;2;1.0;1;Graça;Rua Jataí;Graça;0;graca;rua jatai;-19.8960201;-43.9298425;31140-270;4.606207092942049;6.261956128452067;2.766998374774743;6.471841841046049;4.606207092942049;2.6134249219863177;2.766998374774743
450000.0;120.0;3;2.0;2;Santo André;Rua Gurutuba;Outros;0;santo andre;rua gurutuba;-19.9041452;-43.9564083;31230-350;4.4145287575720795;5.413662277567054;3.0419727521282205;7.617470787541564;4.4145287575720795;2.950621535081287;3.0419727521282205
429000.0;55.0;2;1.0;1;Colégio Batista;Rua Itabira;Colégio Batista;0;colegio batista;rua itabira;-19.9054832;-43.9421879;31210-790;3.664485973021749;6.21794909335357;1.9342035270579891;6.410136995616975;3.664485973021749;1.7998837404025765;1.9342035270579891
580000.0;67.0;2;2.0;2;Dona Clara;Rua Bento Mendes Castanheira;Dona Clara;0;dona clara;rua bento mendes castanheira;-19.8603897;-43.9392591;31260-140;8.55912034758254;3.687910828376958;6.716648656463643;10.446895986853935;8.55912034758254;6.5623504646487145;6.716648656463643
746990.0;73.0;3;2.0;2;Estoril;Avenida Barão Homem de Melo;Estoril;0;estoril;avenida barao homem de melo;-19.9646166;-43.9566391;30494-310;3.8704387919577403;11.915599343546793;5.431235814015308;6.304416261035518;3.8704387919577403;5.570094144683349;5.431235814015308
770000.0;110.0;3;2.0;2;Castelo;Rua Castelo de Avis;Castelo;0;castelo;rua castelo de avis;-19.8788641;-43.9946342;31330-120;9.131238400889787;3.110220285820212;7.924684057568444;12.49630915906295;9.131238400889787;7.834921159841039;7.924684057568444
700000.0;70.0;3;2.0;0;Sion;Rua Colômbia;Sion;0;sion;rua colombia;-19.9542763;-43.9385749;30315-250;1.9375489765856344;11.26763196709995;3.7468610113979017;4.181328373120553;1.9375489765856344;3.900220364224421;3.7468610113979017
777990.0;73.0;3;2.0;2;Estoril;Avenida Barão Homem de Melo;Estoril;0;estoril;avenida barao homem de melo;-19.9646166;-43.9566391;30494-310;3.8704387919577403;11.915599343546793;5.431235814015308;6.304416261035518;3.8704387919577403;5.570094144683349;5.431235814015308
1285761.0;71.0;3;3.0;2;Sion;Rua Assunção;Sion;0;sion;rua assuncao;-19.9546848;-43.9362089;30315-250;1.9266362269285071;11.394846727928067;3.763507147687629;3.9483407652398137;1.9266362269285071;3.9180037271717167;3.763507147687629
446197.0;49.0;2;2.0;1;Estoril;Rua Paulo Piedade Campos;Estoril;0;estoril;rua paulo piedade campos;-19.965417;-43.9647127;30493-030;4.512637288205646;11.901494956457471;5.933806170637363;7.137380828787332;4.512637288205646;6.0634305646576845;5.933806170637363
772990.0;73.0;3;2.0;2;Estoril;Avenida Barão Homem de Melo;Estoril;0;estoril;avenida barao homem de melo;-19.9646166;-43.9566391;30494-310;3.8704387919577403;11.915599343546793;5.431235814015308;6.304416261035518;3.8704387919577403;5.570094144683349;5.431235814015308
850000.0;89.0;2;3.0;3;Buritis;Rua Rubens Caporali Ribeiro;Buritis;0;buritis;rua rubens caporali ribeiro;-19.9813042;-43.9764901;30575-855;6.6297763998365005;13.618727802837137;8.081099597145109;8.92278511323606;6.6297763998365005;8.210027799929518;8.081099597145109
560000.0;97.0;3;2.0;1;Carmo;Rua Passa Tempo;Carmo;0;carmo;rua passa tempo;-19.9450811;-43.9338093;30310-370;0.8409465801725182;10.505163886755906;2.688530365809425;3.607683192792797;0.8409465801725182;2.8434861592442275;2.688530365809425
472000.0;49.0;2;2.0;1;Estoril;Rua Paulo Piedade Campos;Estoril;0;estoril;rua paulo piedade campos;-19.965417;-43.9647127;30493-030;4.512637288205646;11.901494956457471;5.933806170637363;7.137380828787332;4.512637288205646;6.0634305646576845;5.933806170637363
680000.0;70.0;3;1.0;2;Paquetá;Rua Gustavo Ladeira;Paquetá;0;paqueta;rua gustavo ladeira;-19.8798567;-43.9917617;31330-572;8.84262703264042;3.0002034060908254;7.617023919144886;12.190420412241822;8.84262703264042;7.525852303538385;7.617023919144886
490000.0;115.0;3;2.0;1;Jardim América;Rua Lindolfo de Azevedo;Jardim América;0;jardim america;rua lindolfo de azevedo;-19.9434681;-43.9740084;30421-351;4.312524410573362;9.42845792154333;4.94575946883855;7.819485777156014;4.312524410573362;5.026187922196092;4.94575946883855
627760.0;75.0;3;2.0;2;Sagrada Família;Rua João Carlos;Sagrada Família;0;sagrada familia;rua joao carlos;-19.9030168;-43.9207034;31030-370;4.03880722085727;7.491863674516903;2.3696380757361553;5.3455576584673965;4.03880722085727;2.242542548259739;2.3696380757361553
440000.0;90.0;3;3.0;1;Caiçara-Adelaide;Rua Aspásia;Caiçara-Adelaide;0;caicara-adelaide;rua aspasia;-19.9044704;-43.9780815;30720-530;5.9458169404364805;5.125713651526528;5.025244190071716;9.482698070842357;5.9458169404364805;4.9716143694081;5.025244190071716
390000.0;85.0;3;2.0;1;Planalto;Rua Barão de Jacuí;Planalto;0;planalto;rua barao de jacui;-19.8329647;-43.9434523;31742-036;11.621092090295859;4.286612030736432;9.781566790232832;13.430118097996427;11.621092090295859;9.627515739658842;9.781566790232832
670000.0;120.0;3;3.0;2;Copacabana;Rua Viena;Copacabana;0;copacabana;rua viena;-19.8364574;-43.9896077;31550-000;12.644772914673833;2.895584881643062;11.043220239313952;15.450488623096108;12.644772914673833;10.912509745714694;11.043220239313952
300000.0;58.0;2;1.0;1;Piratininga;Rua Altinópolis;Piratininga;0;piratininga;rua altinopolis;-19.8079321;-43.9905529;31680-120;15.546390972293214;5.826943155848422;13.859179028361618;18.105310008553424;15.546390972293214;13.719627743082228;13.859179028361618
420000.0;108.0;3;1.0;1;Santa Mônica;Rua Olavo Bilac;Santa Mônica;0;santa monica;rua olavo bilac;-19.8206322;-43.9725148;31520-400;13.573775242921824;4.174585302459223;11.824988274819706;15.937927371742028;13.573775242921824;11.679782357226756;11.824988274819706
450000.0;60.0;2;1.0;1;Planalto;Rua Francisco Augusto Rocha;Planalto;0;planalto;rua francisco augusto rocha;-19.8251622;-43.9544154;31744-144;12.631181858598566;4.223714431202179;10.815853796436556;14.656569477291368;12.631181858598566;10.66419241206188;10.815853796436556
1100000.0;85.0;2;3.0;2;Lourdes;Rua Curitiba;Lourdes;0;lourdes;rua curitiba;-19.9270602;-43.9435923;30170-011;1.580107662134714;8.267388292449592;1.281192024069826;5.121305642850448;1.580107662134714;1.3712402735160203;1.281192024069826
380000.0;83.0;2;2.0;1;Rio Branco;Rua Dalva de Matos;Rio Branco;0;rio branco;rua dalva de matos;-19.8153559;-43.9878663;31573-506;14.67968709702287;4.958885849588854;12.996851429195207;17.259625660886897;14.67968709702287;12.85784592899147;12.996851429195207
590000.0;72.0;2;2.0;2;Castelo;Rua Elisa Felippeto Ricaldoni;Castelo;0;castelo;rua elisa felippeto ricaldoni;-19.8908864;-43.9983596;30840-300;8.545846909416015;4.394297960488133;7.574572582697204;12.074931650359499;8.545846909416015;7.508136012768491;7.574572582697204
870000.0;125.0;4;4.0;3;Ouro Preto;Rua Desembargador Paulo Mota;Ouro Preto;0;ouro preto;rua desembargador paulo mota;-19.8844311;-43.9827441;31320-262;7.830491514167144;3.0219004117660533;6.558573412012447;11.13433833976595;7.830491514167144;6.464608183242665;6.558573412012447
302900.0;48.0;2;1.0;1;São Gabriel;Rua São Brás;São Gabriel;0;sao gabriel;rua sao bras;-19.92083;-43.93778;30160-033;1.904096584871651;7.913507285875293;0.4690646883943537;4.94709879734505;1.904096584871651;0.49504877157750926;0.4690646883943537
714800.0;61.0;2;3.0;2;Grajaú;Rua Pilar;Grajaú;0;grajau;rua pilar;-19.937432;-43.9666198;30460-620;3.4882029647145387;8.797953250595572;3.9444732508612033;7.114553150060008;3.4882029647145387;4.019168797844309;3.9444732508612033
1090000.0;251.0;4;5.0;2;Liberdade;Rua Frei Manoel da Cruz;Liberdade;0;liberdade;rua frei manoel da cruz;-19.860816;-43.9540979;31270-180;8.764051517928673;2.144597144153287;6.98844602893569;11.118453710364525;8.764051517928673;6.841353583708402;6.98844602893569
590000.0;67.0;2;2.0;2;Ipiranga;Rua Doutor Furtado de Menezes;Ipiranga;0;ipiranga;rua doutor furtado de menezes;-19.8855493;-43.9335036;31160-210;5.7511475123004505;5.238796228522079;3.9024193704102665;7.673171977225047;5.7511475123004505;3.747437169817681;3.9024193704102665
1250000.0;117.0;3;3.0;2;Buritis;Rua Geraldo Lúcio Vasconcelos;Buritis;0;buritis;rua geraldo lucio vasconcelos;-19.9809148;-43.9751321;30575-855;6.501745866633033;13.57407778278981;7.96639251696151;8.775876915996255;6.501745866633033;8.09632152032567;7.96639251696151
615000.0;57.0;2;2.0;2;Nova Suíssa;Rua André Fernandes;Nova Suíssa;0;nova suissa;rua andre fernandes;-19.9322136;-43.9725414;30431-020;4.149658815610637;8.184770384605152;4.298307642587189;7.827659360468543;4.149658815610637;4.346408974775546;4.298307642587189
450000.0;56.0;2;2.0;1;Penha;Rua Cornélia;Outros;0;penha;rua cornelia;-19.8736878;-43.9123788;31080-020;7.396078352813191;6.715458945362323;5.6568962058511;8.217963625370093;7.396078352813191;5.514336257480102;5.6568962058511
240000.0;48.0;2;1.0;1;Candelária;Rua Farmacêutico Raul Machado;Candelária;0;candelaria;rua farmaceutico raul machado;-19.8111915;-43.9706009;31570-010;14.518148606177036;5.230179701370124;12.747359603961398;16.772038154535114;14.518148606177036;12.599927808200091;12.747359603961398
530000.0;360.0;3;2.0;1;Pindorama;Rua dos Apiacás;Outros;0;pindorama;rua dos apiacas;-19.9125485;-44.0194196;30865-060;9.430044366365003;7.6349696177383075;9.06304962985076;13.128114667875998;9.430044366365003;9.04878210020254;9.06304962985076
453000.0;68.0;3;2.0;2;Rio Branco;Rua Doutor Niso;Rio Branco;0;rio branco;rua doutor niso;-19.8191804;-43.9834355;31525-410;14.111483369926354;4.43285525981321;12.414660994661608;16.654089112222728;14.111483369926354;12.274406400675794;12.414660994661608
670000.0;81.0;2;2.0;2;Itapoã;Rua Dona Queridinha;Itapoã;0;itapoa;rua dona queridinha;-19.8372468;-43.9624414;31710-100;11.510243312575135;2.6459338916490616;9.740050294066597;13.817907103728723;11.510243312575135;9.592997410671654;9.740050294066597
1550000.0;87.0;3;2.0;3;Gutierrez;Rua Almirante Alexandrino;Gutierrez;0;gutierrez;rua almirante alexandrino;-19.9374477;-43.9573884;30441-028;2.52178134325864;8.941137652345889;3.123540712468662;6.160056289832719;2.52178134325864;3.217427975237649;3.123540712468662
560000.0;83.0;3;3.0;2;Ouro Preto;Rua Desembargador Paulo Mota;Ouro Preto;0;ouro preto;rua desembargador paulo mota;-19.8844311;-43.9827441;31320-262;7.830491514167144;3.0219004117660533;6.558573412012447;11.13433833976595;7.830491514167144;6.464608183242665;6.558573412012447
750000.0;160.0;3;2.0;2;Santa Mônica;Rua Olavo Bilac;Santa Mônica;0;santa monica;rua olavo bilac;-19.8206322;-43.9725148;31520-400;13.573775242921824;4.174585302459223;11.824988274819706;15.937927371742028;13.573775242921824;11.679782357226756;11.824988274819706
490000.0;83.0;3;3.0;2;Paquetá;Rua Maria Cândida de Jesus;Paquetá;0;paqueta;rua maria candida de jesus;-19.8709021;-43.9932637;31340-000;9.683936924870398;2.4186167830546026;8.363044806669217;12.93737103036756;9.683936924870398;8.261516990393554;8.363044806669217
1397568.0;124.0;3;3.0;4;Santo Antônio;Rua Renato Falci;Santo Antônio;0;santo antonio;rua renato falci;-19.92083;-43.93778;30160-033;1.904096584871651;7.913507285875293;0.4690646883943537;4.94709879734505;1.904096584871651;0.49504877157750926;0.4690646883943537
1750000.0;190.0;4;2.0;2;Lourdes;Rua Antônio Aleixo;Lourdes;0;lourdes;rua antonio aleixo;-19.9328458;-43.9464671;30160-041;1.4716063835315496;8.755486769141415;1.9179696488245594;5.167105210993035;1.4716063835315496;2.028790726910058;1.9179696488245594
410000.0;65.0;3;2.0;1;Santa Mônica;Rua Lauro Araújo Silva;Santa Mônica;0;santa monica;rua lauro araujo silva;-19.8286054;-43.9732145;31565-180;12.759078659015715;3.289606456985894;11.029085111825319;15.206754148434175;12.759078659015715;10.885829610542197;11.029085111825319
625540.0;96.0;2;2.0;2;Alto Caiçaras;Rua Hélio Lazzarotti;Alto Caiçaras;0;alto caicaras;rua helio lazzarotti;-19.8980179;-43.9777164;30750-170;6.382053662620892;4.410577908464068;5.290533921300448;9.82428699265933;6.382053662620892;5.218448209421682;5.290533921300448
750000.0;105.0;3;2.0;2;Buritis;Avenida Engenheiro Carlos Goulart;Buritis;0;buritis;avenida engenheiro carlos goulart;-19.973241;-43.961095;30455-900;4.9112396805732965;12.800370805979817;6.493748019564626;7.085681671645652;4.9112396805732965;6.632673384945894;6.493748019564626
