preco;tamanho (m²);qtd_quartos;qtd_banheiros;qtd_vagas_garagem;bairro;endereco
750000.0;110.0;3;2.0;6;Prado;Rua Selênio
1090000.0;221.0;2;3.0;2;Sagrada Família;Rua Oswaldo Ferraz
1875000.0;151.0;4;5.0;2;Liberdade;Rua Aureliano Lessa
1595000.0;267.0;4;3.0;4;Santa Inês;Rua Mirabela
3200000.0;116.0;3;5.0;2;Savassi;Rua Pernambuco
750000.0;134.0;3;3.0;1;Anchieta;Rua Ramalhete
1250000.0;208.0;4;2.0;3;Cidade Nova;Rua Inspetor Nilo Seabra
1880000.0;257.0;5;4.0;4;Buritis;Rua Iracy Manata
960000.0;79.0;3;2.0;2;Santa Inês;Rua Natércia
890000.0;130.0;4;2.0;2;Gutierrez;Rua Daniel de Carvalho
3700000.0;261.0;4;4.0;4;Belvedere;Avenida Paulo Camilo Pena
999000.0;118.0;4;3.0;2;Sion;Rua Doutor Astolpho Vieira de Rezende
1853225.0;161.0;4;4.0;4;Castelo;Rua Castelo de Amieira
3281400.0;272.0;4;4.0;3;Santo Antônio;Rua Paulo Afonso
795000.0;90.0;3;2.0;2;Ouro Preto;Rua Professor Domício Murta
500000.0;90.0;3;1.0;0;Santa Tereza;Rua Salinas
1150000.0;160.0;4;2.0;2;Sion;Rua Venezuela
790000.0;64.0;2;1.0;2;São Lucas;Rua Monte Alegre
950000.0;90.0;2;2.0;2;Santo Antônio;Rua São Domingos do Prata
430000.0;78.0;3;1.0;2;Miramar;Rua Maria do Carmo
830000.0;60.0;1;1.0;2;Sion;Praça Deputado Renato Azeredo
720000.0;111.0;3;2.0;2;Santa Amélia;Rua Levindo Ignácio Ribeiro
970000.0;110.0;4;3.0;3;Castelo;Rua Castelo Santarém
1350000.0;69.0;2;3.0;0;Santo Agostinho;Rua dos Aimorés
879000.0;150.0;2;2.0;2;Ouro Preto;Rua Paschoal Carlos Magno
3444992.0;178.0;4;5.0;3;Sion;Rua Cristina
930000.0;141.0;3;2.0;2;Sagrada Família;Rua São Lázaro
719000.0;70.0;3;2.0;2;Itapoã;Rua Gumercindo Couto e Silva
815804.0;71.0;2;3.0;2;Vila Paris;Rua Batista de Figueiredo
550000.0;51.0;2;2.0;1;Santo Antônio;Rua Nunes Vieira
720000.0;140.0;3;2.0;1;Dona Clara;Rua Álvaro Martins
490000.0;89.0;2;1.0;1;Santa Branca;Rua São João da Vereda
850000.0;137.0;3;1.0;4;Diamante;Rua Maria Elizabet Pessoa
650000.0;160.0;3;2.0;0;Centro;Rua Rio de Janeiro
1380000.0;135.0;2;2.0;2;Boa Viagem;Rua Sergipe
2280000.0;203.0;4;4.0;4;Santa Efigênia;Avenida Carandaí
1631715.0;87.0;3;3.0;2;Sion;Rua República Argentina
840000.0;230.0;3;3.0;2;Buritis;Rua Marco Aurélio de Miranda
589875.0;36.0;2;2.0;0;Serra;Rua do Ouro
1590000.0;93.0;3;2.0;2;Comiteco;Rua Engenheiro Caetano Lopes
725000.0;45.0;1;1.0;1;Funcionários;Avenida Getúlio Vargas
700000.0;77.0;3;2.0;2;Serra;Rua Capelinha
1275000.0;158.0;2;2.0;3;Buritis;Rua Maria Heilbuth Surette
1399000.0;134.0;4;4.0;3;Liberdade;Rua Intendente Câmara
1190000.0;112.0;4;3.0;3;Ipiranga;Rua Conde de Monte Cristo
495000.0;78.0;3;1.0;0;Santo Antônio;Rua Rafael Magalhães
990000.0;114.0;3;3.0;2;Ouro Preto;Rua Desembargador Paulo Mota
2340817.0;117.0;3;2.0;2;Boa Viagem;Rua Alagoas
2600000.0;133.0;4;2.0;0;Barro Preto;Rua Ouro Preto
822528.0;38.0;1;1.0;1;Carmo;Rua Montes Claros
1150000.0;53.0;1;2.0;2;Lourdes;Rua São Paulo
430000.0;75.0;3;1.0;0;Ouro Preto;Rua Desembargador Paulo Mota
1627925.0;94.0;3;3.0;2;Carmo;Rua Outono
1308500.0;87.0;3;2.0;2;Prado;Rua Aristóteles Caldeira
950000.0;104.0;3;2.0;2;Santa Rosa;Rua Irmã Eufêmia
720000.0;38.0;1;1.0;2;Savassi;Rua Professor Moraes
953000.0;118.0;4;4.0;2;Palmares;Rua Nestor Soares de Melo
1600000.0;198.0;4;2.0;2;Sion;Rua Assunção
2650000.0;309.0;4;5.0;3;Anchieta;Rua Samuel Pereira
620000.0;105.0;3;2.0;1;Santo Antônio;Rua Conselheiro Quintiliano Silva
399000.0;40.0;1;1.0;0;Dona Clara;Avenida Sebastião de Brito
2187645.0;162.0;4;5.0;3;Santa Lúcia;Rua dos Polos
1365000.0;136.0;4;4.0;2;Ouro Preto;Avenida Fleming
1500000.0;205.0;4;4.0;2;Padre Eustáquio;Rua Tuiuti
730000.0;80.0;3;2.0;2;União;Rua Pitt
830000.0;105.0;3;2.0;2;Buritis;Rua Jornalista Guilherme Apgáua
740000.0;62.0;2;2.0;2;Alto Barroca;Rua Conselheiro Saraiva
1149000.0;67.0;2;1.0;2;Luxemburgo;Rua Alves do Vale
950000.0;134.0;4;2.0;3;Buritis;Rua Tereza Mota Valadares
700000.0;140.0;3;2.0;1;Dona Clara;Rua Álvaro Martins
1656053.0;146.0;3;2.0;3;Barro Preto;Rua dos Timbiras
1480000.0;107.0;3;2.0;2;Santa Efigênia;Rua dos Otoni
2330000.0;109.0;3;3.0;2;Santo Agostinho;Rua Ouro Preto
1969561.0;142.0;2;3.0;2;Gutierrez;Rua Almirante Alexandrino
653000.0;34.0;1;1.0;0;Santa Efigênia;Avenida do Contorno
930000.0;100.0;3;3.0;2;Ouro Preto;Rua Monteiro Lobato
1700000.0;165.0;3;3.0;3;Castelo;Rua Castelo Rodrigo
945000.0;162.0;4;2.0;3;Santa Amélia;Rua dos Expedicionários
799000.0;122.0;3;2.0;2;Ouro Preto;Rua Professor Domício Murta
690000.0;66.0;2;2.0;1;Buritis;Rua Eli Seabra Filho
2000000.0;160.0;4;3.0;2;Santo Agostinho;Rua Alvarenga Peixoto
2420000.0;127.0;2;3.0;2;Cruzeiro;Rua Pium-I
1450711.0;95.0;4;1.0;3;Castelo;Rua Castelo de Abrantes
1218820.0;70.0;1;2.0;2;Coração de Jesus;Rua Guaicuí
707248.0;64.0;2;2.0;0;Centro;Rua dos Carijós
2105000.0;427.0;5;7.0;0;Cruzeiro;Rua Ouro Fino
1200000.0;171.0;4;3.0;3;Liberdade;Rua Antônio Paulino de Castro
1998000.0;127.0;3;3.0;2;Savassi;Rua Antônio de Albuquerque
596345.0;32.0;1;1.0;0;Gutierrez;Rua André Cavalcanti
1490000.0;238.0;3;3.0;2;Graça;Rua Juruá
500000.0;61.0;2;2.0;1;Cidade Nova;Rua Clóvis Magalhães Pinto
2300000.0;177.0;4;4.0;4;Vila Paris;Rua Padre Francisco Arantes
1600000.0;130.0;4;3.0;4;Prado;Rua Chopin
736000.0;73.0;1;2.0;1;Boa Viagem;Rua dos Guajajaras
1700000.0;189.0;4;2.0;3;Anchieta;Rua Joaquim Lustosa
1860000.0;162.0;4;5.0;4;Castelo;Rua Castelo de Amieira
1980000.0;190.0;4;2.0;2;Funcionários;Rua Bernardo Guimarães
914527.0;65.0;2;2.0;1;Santo Antônio;Rua São Romão
1000000.0;119.0;4;2.0;2;São Luiz;Rua Padre Silveira Lobo
2300000.0;200.0;4;3.0;3;Serra;Rua Henrique Passini
1600000.0;140.0;4;3.0;4;Palmares;Rua Décio Salema
2150000.0;136.0;4;3.0;3;Belvedere;Rua Juvenal Melo Senra
3550000.0;216.0;4;3.0;4;Belvedere;Rua Engenheiro Walter Kurrle
380000.0;110.0;3;2.0;0;Centro;Rua dos Guaranis
1910000.0;135.0;4;3.0;4;Luxemburgo;Rua Júlia Nunes Guerra
1300000.0;65.0;2;2.0;2;Savassi;Rua Alagoas
960000.0;100.0;3;2.0;1;Santa Inês;Rua Natércia
1240000.0;240.0;3;2.0;2;Castelo;Rua José Mendes de Carvalho
1500000.0;155.0;4;3.0;2;Serra;Rua Joanésia
700000.0;84.0;3;3.0;2;Fernão Dias;Rua Professor Nardelli Bemfica
1600833.0;91.0;3;2.0;2;Sion;Rua Valparaíso
1300000.0;166.0;4;5.0;4;Santa Rosa;Rua Feliciano Negrão
2200000.0;153.0;4;5.0;2;Luxemburgo;Rua Flavita Bretas
1770000.0;94.0;3;3.0;2;Carmo;Rua Outono
1963710.0;93.0;3;3.0;2;Centro;Rua Espírito Santo
850000.0;120.0;3;2.0;2;Santa Amélia;Rua Saide Haddad Antônio
1129000.0;80.0;3;2.0;2;Santa Rosa;Rua Desembargador Viotti de Magalhães
1040000.0;123.0;3;2.0;3;Barreiro;Rua Caetano de Azeredo
1700000.0;260.0;4;3.0;4;Luxemburgo;Rua Doutor Helvécio Arantes
3600000.0;275.0;4;3.0;5;Savassi;Rua dos Inconfidentes
1400000.0;236.0;4;4.0;4;Palmares;Rua Nestor Soares de Melo
1275000.0;156.0;3;2.0;2;Boa Viagem;Rua Alagoas
1150000.0;67.0;2;3.0;2;Santo Agostinho;Rua Juiz de Fora
1181426.0;170.0;3;3.0;3;Jaraguá;Rua Cacuera
479000.0;90.0;3;2.0;1;Ouro Preto;Rua Desembargador Pedro Licínio
800000.0;100.0;3;3.0;2;Serra;Rua Palmira
580000.0;77.0;3;2.0;2;Castelo;Rua Cecília Fonseca Coutinho
2212000.0;159.0;4;3.0;3;Santa Lúcia;Rua Arrudas
1345000.0;127.0;4;4.0;3;Buritis;Rua José Hemetério Andrade
1292144.0;93.0;2;4.0;1;Gutierrez;Rua Cônego Rocha Franco
3580000.0;167.0;4;4.0;4;Anchieta;Rua Laranjal
1152000.0;86.0;3;2.0;2;Serra;Rua Manoel Gomes Pereira
680000.0;74.0;3;2.0;2;Serra;Rua Itaparica
1151000.0;77.0;2;1.0;1;Barro Preto;Rua Juiz de Fora
1800000.0;220.0;4;2.0;3;Serra;Rua Professor Estevão Pinto
1550000.0;106.0;3;3.0;2;Vila Paris;Rua Iraí
1760000.0;137.0;3;5.0;3;Carmo;Rua Flórida
2200000.0;210.0;4;2.0;2;Jardim Atlântico;Avenida Portugal
742592.0;73.0;3;2.0;2;Bandeirantes;Rua Lodi
1300000.0;135.0;3;2.0;2;Santo Antônio;Rua Carlos Gomes
1319007.0;106.0;3;2.0;2;São Pedro;Rua Mestre Luis
815000.0;130.0;4;3.0;2;Gutierrez;Rua Nascimento Gurgel
522000.0;51.0;2;1.0;1;Castelo;Rua Castelo Rodrigo
2250000.0;145.0;4;4.0;4;Carmo;Rua Passa Tempo
1490000.0;86.0;3;2.0;2;Lourdes;Rua Alvarenga Peixoto
1069193.0;58.0;1;1.0;1;Santa Lúcia;Avenida Raja Gabaglia
770000.0;120.0;2;1.0;1;Manacás;Avenida Maurette José dos Santos
1180000.0;265.0;4;2.0;4;Santa Lúcia;Rua Antares
1825000.0;130.0;3;3.0;3;Vila Paris;Rua Soares do Couto
800000.0;140.0;4;3.0;2;Santo Antônio;Rua Deputado Álvaro Sales
875000.0;90.0;3;3.0;3;Indaiá;Rua Borges
1800000.0;202.0;4;4.0;3;Castelo;Rua Castelo Rodrigo
1590000.0;165.0;3;2.0;4;Sion;Rua Rubim
830000.0;101.0;4;3.0;2;Carlos Prates;Rua Cambuquira
2500000.0;109.0;3;5.0;0;Lourdes;Rua Curitiba
1145000.0;63.0;2;2.0;2;Santo Agostinho;Rua Martim de Carvalho
2520000.0;110.0;3;3.0;3;Savassi;Rua Tomé de Souza
920000.0;164.0;3;2.0;2;Fernão Dias;Rua Jornalista Lena Santos
575000.0;74.0;2;2.0;1;Brasil Industrial;Rua F
970000.0;141.0;4;3.0;3;Castelo;Rua Castelo Santarém
1600000.0;68.0;2;3.0;2;Lourdes;Rua Curitiba
1976092.0;134.0;4;3.0;3;Sion;Rua Estados Unidos
1550000.0;192.0;3;3.0;3;Buritis;Rua Ernani Agricola
3867000.0;225.0;4;5.0;5;Santa Lúcia;Rua Lua
634990.0;63.0;2;1.0;1;Pampulha;Rua General Aranha
1050000.0;140.0;2;2.0;2;Alto Barroca;Rua Camapuan
950000.0;254.0;4;3.0;0;Centro;Rua dos Goitacazes
1248746.0;70.0;2;1.0;2;Sion;Rua Patagônia
920000.0;120.0;4;2.0;1;Luxemburgo;Rua Doutor Juvenal dos Santos
750000.0;120.0;4;3.0;1;Santo Antônio;Rua Leopoldina
490000.0;97.0;3;2.0;2;Serra;Rua Trifana
1620000.0;270.0;4;4.0;4;Liberdade;Rua Cana Verde
3283924.0;165.0;4;4.0;3;Serra;Rua Alumínio
887733.0;91.0;2;2.0;1;Nova Suíssa;Rua Corcovado
599500.0;177.0;3;1.0;0;Funcionários;Rua Piauí
1150000.0;75.0;4;4.0;2;Nova Granada;Rua Alcântara
2309616.0;132.0;2;3.0;2;Carmo;Rua Grão Mogol
1600000.0;144.0;4;4.0;3;Ipiranga;Rua Dom Cabral
2260007.0;171.0;2;2.0;2;Sion;Rua Montevidéu
2650000.0;240.0;4;4.0;3;Savassi;Rua Ceará
770000.0;120.0;2;2.0;2;Manacás;Avenida Maurette José dos Santos
990000.0;120.0;3;1.0;2;Ouro Preto;Rua Professor Domício Murta
720000.0;73.0;3;2.0;2;Sagrada Família;Rua São Lázaro
1476700.0;83.0;3;2.0;2;Savassi;Rua dos Inconfidentes
2650000.0;195.0;4;3.0;4;São Luiz;Alameda das Acácias
1290000.0;77.0;3;3.0;2;São Pedro;Rua Mestre Luis
1450000.0;130.0;3;2.0;1;Lourdes;Rua Felipe dos Santos
990000.0;87.0;3;3.0;2;Santa Efigênia;Rua Grão Pará
2880000.0;131.0;4;3.0;4;Lourdes;Avenida do Contorno
1390000.0;120.0;4;3.0;2;Caiçaras;Rua Agostinho Bretas
1590000.0;96.0;3;3.0;1;Boa Viagem;Rua dos Aimorés
450000.0;95.0;3;2.0;1;Sagrada Família;Rua Santo Agostinho
1700000.0;200.0;4;3.0;2;Luxemburgo;Rua Engenheiro Albert Scharle
1412900.0;93.0;3;3.0;2;Sion;Rua Rubim
980000.0;145.0;4;2.0;2;Sion;Avenida dos Bandeirantes
791872.0;42.0;1;1.0;1;Lourdes;Rua Alvarenga Peixoto
2630000.0;163.0;4;4.0;3;Santa Lúcia;Rua dos Polos
1750000.0;95.0;3;2.0;2;Lourdes;Rua Santa Catarina
2500000.0;166.0;4;4.0;2;Luxemburgo;Rua Flavita Bretas
1500000.0;220.0;4;5.0;3;Santa Rosa;Rua Desembargador Viotti de Magalhães
1435290.0;86.0;3;2.0;2;Santo Antônio;Rua Paulo Afonso
2150000.0;93.0;3;3.0;2;Centro;Rua Espírito Santo
2862000.0;220.0;3;3.0;4;Buritis;Rua Rubens Caporali Ribeiro
1858520.0;111.0;3;2.0;2;Gutierrez;Rua Ludgero Dolabela
1380000.0;73.0;2;2.0;2;São Lucas;Rua Manaus
2050000.0;142.0;3;1.0;2;Lourdes;Rua dos Aimorés
2600000.0;314.0;4;4.0;4;Serra;Rua Caraça
950000.0;212.0;4;2.0;4;Cidade Nova;Rua Professor Pimenta da Veiga
840000.0;143.0;3;2.0;1;Coração de Jesus;Rua Tavares Bastos
2101590.0;111.0;3;2.0;1;Savassi;Rua dos Inconfidentes
1400000.0;66.0;2;2.0;2;Santo Agostinho;Rua Araguari
790000.0;133.0;2;3.0;2;Serra;Rua Afonso Alves Branco
360000.0;23.0;1;1.0;0;Santo Antônio;Rua Arturo Toscanini
1300000.0;180.0;4;3.0;1;Santo Antônio;Rua Paulo Afonso
650000.0;100.0;2;1.0;2;Itapoã;Rua Conselheiro Pena
1350000.0;95.0;3;2.0;2;Santo Antônio;Rua Santo Antônio do Monte
1490000.0;164.0;3;2.0;2;Serra;Rua Muzambinho
1647500.0;139.0;2;2.0;2;Santo Antônio;Rua Marquês de Maricá
1147000.0;63.0;2;2.0;2;São Pedro;Rua Viçosa
980000.0;136.0;4;3.0;2;São Pedro;Rua Equador
1100000.0;110.0;3;2.0;2;Grajaú;Rua Pilar
559900.0;49.0;2;2.0;1;Castelo;Rua Castelo de Ajuda
1250000.0;87.0;3;3.0;2;Anchieta;Rua Vitório Marcola
2830000.0;130.0;4;5.0;4;Santa Efigênia;Avenida do Contorno
1600000.0;147.0;4;4.0;2;Anchieta;Rua Vitório Marcola
2150000.0;158.0;4;5.0;3;São Pedro;Rua Raul Pompéia
806620.0;39.0;1;2.0;1;Lourdes;Rua Alvarenga Peixoto
640000.0;85.0;2;2.0;1;Ventosa;Rua Paulo Piedade Campos
2100000.0;111.0;3;3.0;2;Funcionários;Rua Maranhão
1550000.0;105.0;2;1.0;3;Barro Preto;Rua Gonçalves Dias
2350000.0;97.0;3;3.0;2;Santo Agostinho;Rua Rio Grande do Sul
1265875.0;101.0;3;3.0;3;Sion;Rua Haiti
455000.0;33.0;2;2.0;1;Santa Mônica;Rua Tapirapes
960526.0;65.0;2;2.0;0;Estoril;Avenida Raja Gabaglia
1690000.0;165.0;4;2.0;2;Serra;Rua Palmira
1350000.0;89.0;2;2.0;1;Lourdes;Rua da Bahia
1183000.0;91.0;1;2.0;1;Santa Lúcia;Rua Tatuhi
950000.0;180.0;4;4.0;2;Santa Lúcia;Rua Sagitário
1520000.0;78.0;1;2.0;2;Savassi;Rua Tomé de Souza
360000.0;15.0;3;2.0;1;Jardim Leblon;Rua Lagoa dos Patos
1350000.0;116.0;2;3.0;1;Serra;Rua do Ouro
1280000.0;160.0;5;4.0;2;Santo Antônio;Rua Matipó
780000.0;115.0;3;3.0;2;Buritis;Rua Ulisses Marcondes Escobar
760000.0;157.0;3;2.0;1;Planalto;Rua Jorge de Lima
4285532.0;211.0;4;5.0;3;Santo Agostinho;Rua Ouro Preto
1200000.0;71.0;2;2.0;2;Sion;Rua La Plata
799400.0;161.0;3;2.0;1;Jardim América;Rua Corcovado
2520000.0;110.0;3;4.0;3;Savassi;Rua Tomé de Souza
1120000.0;110.0;4;3.0;3;Castelo;Rua Castelo Santarém
1100000.0;89.0;3;2.0;1;Boa Viagem;Rua dos Aimorés
2460604.0;139.0;4;4.0;3;Sion;Rua Patagônia
3550000.0;276.0;4;4.0;5;Savassi;Rua dos Inconfidentes
945806.0;64.0;2;1.0;0;Santa Efigênia;Avenida do Contorno
350000.0;75.0;2;1.0;1;Sagrada Família;Avenida Petrolina
650000.0;100.0;3;1.0;4;Fernão Dias;Rua Armindo Batista Pereira
950000.0;100.0;3;2.0;1;Lourdes;Avenida Olegário Maciel
1900000.0;250.0;4;2.0;3;Santo Antônio;Avenida Prudente de Morais
2100000.0;112.0;3;3.0;2;Savassi;Rua Sergipe
1490000.0;266.0;5;4.0;3;Savassi;Rua Professor Moraes
980000.0;114.0;3;3.0;2;Itapoã;Rua Dona Queridinha
400000.0;27.0;1;1.0;0;Serra;Avenida Afonso Pena
2600000.0;285.0;4;5.0;3;Luxemburgo;Rua Júlia Nunes Guerra
1699000.0;87.0;3;2.0;2;Lourdes;Rua Alvarenga Peixoto
940000.0;76.0;2;2.0;1;Calafate;Avenida Silva Lobo
2490000.0;185.0;4;5.0;3;Anchieta;Rua Grajaú
3700000.0;450.0;5;5.0;4;Serra;Rua Alumínio
1300000.0;180.0;3;4.0;3;Santo Antônio;Rua São João Evangelista
809000.0;61.0;2;2.0;2;Santa Efigênia;Rua Estrela Dalva
1200000.0;100.0;3;3.0;1;Savassi;Rua Tomé de Souza
2850000.0;128.0;3;3.0;2;Lourdes;Rua da Bahia
840000.0;60.0;2;2.0;1;Funcionários;Avenida do Contorno
1500000.0;190.0;4;3.0;2;Funcionários;Rua dos Aimorés
2295000.0;132.0;2;2.0;3;Santo Agostinho;Rua Araguari
1832880.0;153.0;4;5.0;3;Castelo;Rua Castelo de Abrantes
1206000.0;70.0;1;1.0;2;Lourdes;Rua Espírito Santo
1830000.0;175.0;4;3.0;2;Lourdes;Rua Antônio Aleixo
1400000.0;128.0;4;2.0;3;Funcionários;Rua dos Timbiras
1044762.0;49.0;2;2.0;2;Carmo;Rua Montes Claros
1800000.0;208.0;4;3.0;3;Santo Antônio;Rua São Domingos do Prata
1005021.0;61.0;2;2.0;1;Santa Efigênia;Avenida do Contorno
1750000.0;210.0;4;4.0;3;Castelo;Rua Castelo Lamego
1127311.0;64.0;2;2.0;2;Boa Viagem;Rua dos Aimorés
3000000.0;286.0;4;6.0;4;Funcionários;Rua Maranhão
907400.0;85.0;1;1.0;2;Santa Efigênia;Avenida do Contorno
2300000.0;254.0;4;3.0;2;Anchieta;Avenida dos Bandeirantes
1770000.0;126.0;4;4.0;3;Buritis;Avenida Senador José Augusto
559900.0;51.0;2;2.0;1;Castelo;Rua Castelo de Ajuda
4200000.0;306.0;4;5.0;4;Lourdes;Rua São Paulo
1065000.0;115.0;3;3.0;2;Castelo;Rua Castelo de Avis
2300000.0;103.0;3;3.0;2;Savassi;Rua Antônio de Albuquerque
1002812.0;54.0;1;2.0;1;Gutierrez;Rua André Cavalcanti
980000.0;11.0;3;1.0;2;Castelo;Rua Kennedy Maro Campos
3400000.0;180.0;4;4.0;4;Barro Preto;Rua Paracatu
3450000.0;398.0;4;5.0;5;Serra;Rua do Ouro
2650000.0;260.0;5;5.0;4;Itapoã;Rua Engenheiro Vicente Assunção
1369000.0;81.0;3;3.0;2;Anchieta;Rua Joaquim Linhares
1056700.0;67.0;2;1.0;1;Sion;Rua Antilhas
1740000.0;200.0;4;2.0;2;Funcionários;Rua Maranhão
690000.0;146.0;3;2.0;2;Sagrada Família;Rua Costa Monteiro
1913578.0;130.0;4;4.0;3;Santo Antônio;Rua Abre Campo
1100000.0;63.0;2;2.0;2;São Pedro;Rua Viçosa
1740000.0;183.0;3;2.0;2;Santa Lúcia;Avenida Halley
4300000.0;365.0;4;3.0;6;Luxemburgo;Rua Henrique Sales
957200.0;55.0;2;2.0;1;Cidade Jardim;Avenida do Contorno
1383000.0;129.0;3;3.0;3;Pampulha;Rua dos Aeroviários
2024053.0;191.0;3;2.0;2;Santo Antônio;Rua Abre Campo
1850000.0;83.0;1;2.0;2;Savassi;Rua Tomé de Souza
2600000.0;314.0;4;5.0;3;Serra;Rua Caraça
1260000.0;210.0;3;2.0;2;Itapoã;Rua Gumercindo Couto e Silva
930000.0;142.0;3;2.0;2;Sagrada Família;Rua São Lázaro
1037402.0;56.0;2;2.0;1;Savassi;Rua dos Inconfidentes
2150000.0;256.0;4;4.0;4;Buritis;Rua José Hemetério Andrade
1500000.0;227.0;4;2.0;2;Funcionários;Avenida do Contorno
1590000.0;140.0;3;2.0;2;Santa Lúcia;Avenida Halley
1080000.0;110.0;3;4.0;3;Buritis;Rua Sílvio Menicucci
1098384.0;60.0;2;2.0;2;Lourdes;Rua dos Timbiras
820000.0;100.0;3;3.0;2;Santa Inês;Rua Campanário
1180000.0;66.0;2;2.0;2;Santa Efigênia;Rua Piauí
740000.0;95.0;3;3.0;1;Santo Antônio;Rua Matipó
1870000.0;140.0;4;2.0;3;São Pedro;Rua Mestre Luis
1390000.0;84.0;3;2.0;2;Cruzeiro;Rua Pium-I
690000.0;45.0;1;2.0;2;Savassi;Avenida Getúlio Vargas
2343721.0;153.0;3;4.0;2;Santo Agostinho;Rua Juiz de Fora
1150000.0;152.0;3;2.0;3;Sagrada Família;Rua São Lázaro
2210000.0;240.0;4;4.0;3;Serra;Rua do Ouro
1050000.0;120.0;3;2.0;2;Barro Preto;Rua Mato Grosso
975000.0;160.0;4;4.0;1;Santo Agostinho;Rua Araguari
1480000.0;85.0;3;1.0;2;Santo Agostinho;Rua Alvarenga Peixoto
799000.0;115.0;3;2.0;1;Luxemburgo;Rua Aníbal Gontijo
1450000.0;87.0;2;3.0;1;Santo Agostinho;Rua dos Aimorés
1290000.0;185.0;4;2.0;2;Santa Lúcia;Rua Tito Botelho Martins
1650000.0;164.0;4;4.0;2;Vila Paris;Rua Soares do Couto
1150000.0;89.0;3;3.0;2;Gutierrez;Rua Martim Francisco
1199000.0;135.0;4;2.0;4;Ouro Preto;Rua Desembargador Paulo Mota
1900000.0;78.0;2;3.0;2;Savassi;Rua Antônio de Albuquerque
1103404.0;74.0;3;3.0;2;São Lucas;Rua Marquesa de Alorna
2270000.0;135.0;4;3.0;3;Gutierrez;Rua Almirante Alexandrino
1630000.0;160.0;4;5.0;4;Silveira;Rua Ana Carvalho Silveira
2100000.0;186.0;4;4.0;3;Serra;Rua Caraça
980000.0;61.0;2;2.0;2;Cruzeiro;Rua Américo Diamantino
928600.0;62.0;1;1.0;1;Santa Efigênia;Rua Álvares Maciel
1090000.0;150.0;4;3.0;3;Buritis;Rua Alessandra Salum Cadar
1200000.0;144.0;4;3.0;3;Ipiranga;Rua Conde de Monte Cristo
750000.0;156.0;3;2.0;0;Gutierrez;Rua Martim Francisco
1192894.0;64.0;2;3.0;1;Funcionários;Rua dos Inconfidentes
1150000.0;63.0;2;3.0;2;Lourdes;Rua Antônio Aleixo
2600000.0;314.0;4;6.0;3;Serra;Rua Caraça
1190000.0;69.0;2;2.0;1;Serra;Rua Herval
2357940.0;137.0;3;4.0;2;Lourdes;Rua Santa Catarina
2035000.0;157.0;4;4.0;4;Cidade Nova;Rua Deputado Bernardino de Sena Figueiredo
1500000.0;220.0;3;4.0;3;Buritis;Rua Sílvio Menicucci
820000.0;105.0;3;2.0;2;Liberdade;Rua Vital Brasil
839000.0;109.0;3;2.0;2;Castelo;Rua Castelo de Ajuda
1590000.0;325.0;5;5.0;3;Cidade Nova;Rua Doutor Plínio de Morais
1700000.0;410.0;5;6.0;6;Estoril;Rua Juiz Achilles Velloso
2690000.0;108.0;3;4.0;2;Lourdes;Rua Curitiba
900000.0;157.0;3;2.0;1;Funcionários;Avenida Brasil
1490000.0;127.0;4;4.0;3;Serra;Rua Joanésia
1000000.0;180.0;3;1.0;1;Prado;Rua Pedra Bonita
2200000.0;266.0;4;4.0;4;Sion;Rua Santa Fé
1401144.0;86.0;3;2.0;2;Santo Antônio;Rua Paulo Afonso
452566.0;51.0;2;1.0;1;Estoril;Rua Paulo Piedade Campos
1600000.0;245.0;4;3.0;3;Serra;Rua Pirapetinga
1820000.0;266.0;4;4.0;3;Liberdade;Rua Aureliano Lessa
2517138.0;157.0;3;5.0;3;Gutierrez;Rua Ludgero Dolabela
1915000.0;292.0;4;2.0;4;Santo Antônio;Rua Santo Antônio do Monte
901080.0;50.0;1;1.0;0;Lourdes;Rua Curitiba
750000.0;119.0;3;1.0;0;Gutierrez;Avenida Amazonas
2590000.0;142.0;3;4.0;3;Carmo;Rua Campanha
1700000.0;216.0;4;5.0;2;Serra;Rua Professor Estevão Pinto
1100912.0;63.0;2;3.0;2;Lourdes;Rua Santa Catarina
2800000.0;295.0;3;4.0;2;Funcionários;Rua Pernambuco
526990.0;59.0;2;2.0;1;Estrela do Oriente;Rua Chico Rei
1398343.0;130.0;1;1.0;1;Santa Lúcia;Avenida Raja Gabaglia
500000.0;22.0;1;1.0;0;Cidade Jardim;Avenida Prudente de Morais
689000.0;70.0;2;1.0;1;Coração de Jesus;Rua Conde de Linhares
420000.0;136.0;3;2.0;0;Centro;Rua dos Carijós
550000.0;80.0;3;2.0;0;Centro;Rua dos Guaranis
1480000.0;214.0;3;3.0;3;Santa Efigênia;Rua Estrela Dalva
1050000.0;74.0;2;2.0;2;Lourdes;Rua Espírito Santo
2980000.0;156.0;4;3.0;3;Luxemburgo;Rua Engenheiro Albert Scharle
1670000.0;87.0;3;2.0;3;São Pedro;Rua Cristina
761800.0;63.0;1;1.0;1;Ouro Preto;Avenida Fleming
2800000.0;260.0;4;4.0;3;Lourdes;Rua Espírito Santo
803118.0;61.0;2;3.0;2;Anchieta;Rua Odilon Braga
1280000.0;138.0;4;2.0;2;Vila Paris;Rua Batista de Figueiredo
1450000.0;66.0;2;2.0;2;Santa Efigênia;Rua Padre Marinho
1050000.0;108.0;3;2.0;1;Centro;Rua Rio de Janeiro
