preco;tamanho (m²);qtd_quartos;qtd_banheiros;qtd_vagas_garagem;bairro;endereco
1559600.0;90.0;3;2.0;2;Copacabana;Rua Washington
1353871.0;76.0;3;3.0;2;Santo Agostinho;Rua Juiz de Fora
690000.0;80.0;3;1.0;3;Nova Suíssa;Rua Lindolfo de Azevedo
890000.0;88.0;3;3.0;2;Buritis;Rua Cônsul Walter
598000.0;170.0;3;3.0;2;Itapoã;Rua Sapucaí-Mirim
720000.0;152.0;3;2.0;2;Santa Rosa;Rua Quintino Bocaiúva
375000.0;66.0;3;2.0;1;Letícia;Rua Augusto César dos Santos
500000.0;78.0;3;3.0;2;Ipiranga;Rua Princesa Leopoldina
750000.0;64.0;2;2.0;2;Buritis;Rua Deputado Fábio Vasconcelos
1795000.0;385.0;4;3.0;4;Serra;Rua Níquel
660000.0;100.0;3;2.0;4;Horto;Rua Vicentina de Souza
1490000.0;139.0;4;5.0;3;Castelo;Rua Castelo Moura
560000.0;89.0;3;3.0;1;Cidade Nova;Rua Professor Amedee Peret
2961348.0;141.0;3;3.0;2;Lourdes;Rua Felipe dos Santos
329000.0;40.0;2;2.0;1;Santa Mônica;Rua Dorival Machado
950000.0;130.0;4;2.0;1;Lourdes;Rua Felipe dos Santos
250000.0;43.0;2;1.0;1;Bandeirantes;Avenida Professor Clóvis Salgado
315000.0;50.0;2;1.0;1;Manacás;Rua Leopoldo Campos Nunes
320000.0;50.0;2;1.0;1;Castelo;Rua Desembargador José Satyro
850000.0;107.0;3;3.0;2;Barreiro;Rua Pinheiro Chagas
600000.0;85.0;3;3.0;2;Caiçaras;Rua Icaraí
1390000.0;145.0;3;3.0;3;Santo Antônio;Rua São João Evangelista
2600000.0;300.0;4;4.0;3;Funcionários;Rua Piauí
535000.0;90.0;3;2.0;2;Piratininga;Rua Alberto de Freitas Ramos
630000.0;139.0;4;3.0;0;Funcionários;Avenida Afonso Pena
569000.0;90.0;3;2.0;1;Anchieta;Rua Montes Claros
370000.0;55.0;2;2.0;1;Serrano;Rua Meridional
569000.0;95.0;3;3.0;1;Santa Mônica;Rua Dorival Machado
790000.0;181.0;4;3.0;3;Santo Antônio;Avenida Prudente de Morais
380000.0;69.0;4;2.0;1;Sagrada Família;Rua Santa Marta
1100000.0;120.0;4;3.0;3;Buritis;Rua Jornalista Guilherme Apgáua
380000.0;65.0;2;2.0;1;Prado;Rua Doutor Gordiano
345000.0;108.0;2;1.0;2;Tirol;Rua Márcio José de Araújo
3700000.0;315.0;4;4.0;4;Cidade Jardim;Avenida do Contorno
450000.0;100.0;2;1.0;1;Santa Mônica;Rua Otília Cândida Nascimento
1100000.0;182.0;2;3.0;2;Carmo;Rua Paraguai
995000.0;140.0;4;3.0;2;Santa Lúcia;Rua Rigel
1350000.0;110.0;3;2.0;2;Lourdes;Rua Bernardo Guimarães
2600000.0;135.0;4;3.0;2;Savassi;Rua Santa Rita Durão
2390000.0;243.0;4;5.0;3;Buritis;Rua Geraldo Lúcio Vasconcelos
548000.0;105.0;3;2.0;2;Santa Mônica;Rua dos Javaês
395000.0;65.0;2;1.0;1;Santa Tereza;Rua Pouso Alegre
495000.0;50.0;2;1.0;1;Heliópolis;Rua José Antenor
2660000.0;239.0;4;4.0;3;Funcionários;Rua Maranhão
650000.0;61.0;2;2.0;2;Serra;Rua Capivari
736000.0;104.0;1;2.0;1;Lourdes;Rua dos Guajajaras
240000.0;79.0;2;1.0;1;Jardim Leblon;Rua Central
430000.0;47.0;2;2.0;1;Palmeiras;Rua Senhora do Porto
480000.0;40.0;1;1.0;1;Centro;Rua dos Tupis
1020000.0;140.0;2;3.0;3;Vila Paris;Rua Batista de Figueiredo
549862.0;55.0;2;2.0;1;Barro Preto;Rua dos Tupis
540935.0;59.0;2;2.0;2;Sagrada Família;Rua Genoveva de Souza
2600000.0;380.0;4;4.0;3;Lourdes;Rua Alvarenga Peixoto
850000.0;220.0;4;4.0;1;Centro;Rua São Paulo
529000.0;100.0;3;3.0;0;Silveira;Rua Everardo Vieira
700000.0;80.0;3;1.0;1;Minas Brasil;Rua Azevedo Júnior
930000.0;200.0;3;2.0;1;Barro Preto;Rua Gonçalves Dias
530000.0;100.0;3;2.0;1;Centro;Rua Goiás
2280000.0;295.0;5;7.0;5;Buritis;Rua Cônsul Walter
670000.0;83.0;3;2.0;2;Sagrada Família;Rua João Carlos
2200000.0;175.0;4;4.0;4;Santa Lúcia;Rua dos Polos
880000.0;135.0;3;3.0;2;Ipiranga;Rua Dezoito de Julho
850000.0;140.0;4;3.0;3;Palmares;Rua Coronel Jairo Pereira
714000.0;140.0;3;2.0;1;Ouro Preto;Rua Sena Madureira
500000.0;35.0;1;2.0;1;Santa Rosa;Rua Feliciano Negrão
360000.0;51.0;2;2.0;1;Conjunto Califórnia;Avenida das Castanholas
299000.0;35.0;1;1.0;1;Colégio Batista;Rua Varginha
360000.0;60.0;3;1.0;1;Santa Amélia;Rua Dona Cidinha Stussi
590000.0;98.0;3;2.0;1;Santa Efigênia;Rua Padre Rolim
679000.0;96.0;2;1.0;2;Santa Efigênia;Avenida Alphonsus de Guimarães
460540.0;57.0;2;2.0;2;Padre Eustáquio;Rua Aquidaban
930000.0;144.0;4;3.0;2;Colégio Batista;Rua Guanhães
540000.0;68.0;3;1.0;2;Santa Mônica;Rua dos Javaês
895000.0;80.0;2;3.0;1;Belvedere;Rua Desembargador Jorge Fontana
1200000.0;132.0;4;3.0;2;Sion;Rua da Groenlândia
599000.0;95.0;4;3.0;4;Santa Cruz;Rua Maria José Gomes
549000.0;95.0;3;3.0;2;Palmares;Rua Joaquim Ribeiro Costa
600000.0;100.0;4;3.0;2;Palmares;Rua Professor Benito do Carmo
680000.0;85.0;3;2.0;2;Caiçara-Adelaide;Rua Antônio Cesário da Rocha
700000.0;100.0;4;2.0;2;Ipiranga;Rua Princesa Isabel
3490000.0;301.0;4;4.0;3;Lourdes;Rua Alvarenga Peixoto
195000.0;43.0;2;1.0;1;Jardim Vitória;Rua dos Borges
719000.0;90.0;3;3.0;2;Liberdade;Rua Custódio de Melo
450000.0;61.0;2;2.0;2;Castelo;Rua Castelo de Sintra
1800000.0;178.0;4;4.0;2;Gutierrez;Rua Cônego Rocha Franco
950000.0;95.0;4;2.0;2;Buritis;Rua José Hemetério Andrade
1250000.0;190.0;4;3.0;3;Ouro Preto;Rua Professor Domício Murta
1150000.0;130.0;4;2.0;2;Carmo;Rua Flórida
854000.0;100.0;3;2.0;2;Padre Eustáquio;Rua Cesário Alvim
1020000.0;65.0;2;2.0;2;Vila Paris;Rua Batista de Figueiredo
2820000.0;151.0;4;3.0;3;Funcionários;Rua Maranhão
478950.0;55.0;2;2.0;2;Buritis;Rua Stella Hanriot
830000.0;398.0;4;4.0;2;Vila Cloris;Avenida Doutor Cristiano Guimarães
950000.0;150.0;4;3.0;2;Santa Amélia;Rua Irema Maia Freire
750000.0;78.0;2;2.0;2;Castelo;Rua Castelo de Abrantes
2080000.0;110.0;4;4.0;4;Funcionários;Rua Maranhão
4800000.0;196.0;4;5.0;4;Santa Efigênia;Rua Piauí
535000.0;103.0;3;2.0;1;Santo Antônio;Rua Benjamim Flores
625000.0;130.0;4;2.0;2;Cruzeiro;Rua Alfenas
270000.0;25.0;1;1.0;1;Bandeirantes;Avenida Otacílio Negrão de Lima
1150000.0;200.0;4;2.0;3;Gutierrez;Rua Porto Carrero
335000.0;28.0;1;1.0;1;Estoril;Rua Desembargador Amílcar de Castro
420000.0;95.0;3;2.0;1;Luxemburgo;Rua Doutor Juvenal dos Santos
570000.0;110.0;3;2.0;2;Planalto;Rua Josué Azevedo
676551.0;55.0;3;2.0;2;Liberdade;Rua Boaventura
419000.0;60.0;2;1.0;2;Manacás;Rua Santo Onofre
380000.0;50.0;2;1.0;1;Rio Branco;Rua Zilda
3445000.0;166.0;4;4.0;4;Anchieta;Rua Laranjal
650000.0;72.0;2;2.0;1;Padre Eustáquio;Rua Doutor Alberto Cavalcanti
699900.0;79.0;2;1.0;2;Nova Suíssa;Rua Joaquim Nabuco
853000.0;93.0;3;2.0;2;Padre Eustáquio;Rua Itororó
499000.0;95.0;3;2.0;2;Letícia;Rua José Benevides da Silveira
980000.0;101.0;3;2.0;2;Caiçara-Adelaide;Rua Atlântida
290000.0;44.0;2;1.0;1;Sagrada Família;Rua São Mateus
675000.0;57.0;2;2.0;0;Gutierrez;Avenida Raja Gabaglia
450000.0;50.0;2;2.0;1;Palmeiras;Rua Senhora do Porto
1050000.0;85.0;3;3.0;2;Cidade Nova;Rua Tabelião Ferreira de Carvalho
2150000.0;200.0;3;5.0;3;Sion;Rua Venezuela
690000.0;73.0;2;1.0;0;Boa Vista;Rua Nova Granada
1290000.0;156.0;4;4.0;2;Dona Clara;Rua Etelvina Vaz de Melo
650000.0;80.0;4;3.0;2;Padre Eustáquio;Rua Doutor Alberto Cavalcanti
1000000.0;76.0;1;2.0;2;Belvedere;Avenida Luíz Paulo Franco
560000.0;100.0;3;3.0;1;Serra;Rua Santa Helena
420000.0;70.0;3;2.0;1;Esplanada;Rua Belém
470000.0;117.0;3;2.0;1;Copacabana;Rua México
350000.0;65.0;2;1.0;1;João Pinheiro;Rua Teixeira Leite
500000.0;60.0;2;2.0;1;Buritis;Avenida Senador José Augusto
580000.0;53.0;2;1.0;2;Araguaia;Rua Santa Alexandrina
770000.0;128.0;4;3.0;3;Calafate;Rua Esparta
965000.0;90.0;3;3.0;2;Cidade Nova;Rua Professor Costa Chiabi
349899.0;45.0;2;1.0;1;Estoril;Rua Geraldo Vasconcellos
990000.0;100.0;3;3.0;2;Santo Antônio;Rua Antônio Dias
460000.0;58.0;2;3.0;2;Alto Caiçaras;Rua Professor Francisco Henriques
800000.0;134.0;3;1.0;2;Castelo;Rua Castelo da Beira
498000.0;52.0;2;2.0;1;Santa Branca;Rua Gil Vicente
379000.0;55.0;2;2.0;1;Santa Branca;Rua Norte
885000.0;80.0;3;3.0;3;Jaraguá;Rua Major Americano de Souza
495000.0;78.0;2;1.0;0;Santo Antônio;Rua Rafael Magalhães
575000.0;124.0;3;3.0;2;Álvaro Camargos;Rua Nicanor Carvalho
570000.0;120.0;3;2.0;2;Heliópolis;Rua Laura Brito Farias
2295000.0;180.0;3;3.0;6;Buritis;Avenida Aggeo Pio Sobrinho
390000.0;66.0;3;1.0;1;Ouro Preto;Rua Deputado André de Almeida
1100000.0;200.0;3;4.0;2;Santo Antônio;Rua Guilherme de Almeida
1670000.0;96.0;2;2.0;2;Lourdes;Rua da Bahia
1200000.0;140.0;4;4.0;3;Dona Clara;Rua Ministro Ivan Lins
1810000.0;138.0;3;3.0;2;Funcionários;Rua dos Timbiras
755000.0;120.0;4;3.0;3;União;Rua Artur de Sá
658000.0;95.0;3;2.0;2;Fernão Dias;Rua Joaquim Baeta Neves
470000.0;96.0;3;2.0;1;Sagrada Família;Rua Costa Monteiro
321000.0;25.0;1;1.0;1;Nova Suíssa;Rua Bogari
599000.0;82.0;3;1.0;2;Indaiá;Rua Borges
550000.0;106.0;3;3.0;2;Cidade Nova;Rua Cardeal Stepinac
330000.0;43.0;2;1.0;1;São Gabriel;Rua São Dimas
670000.0;100.0;4;2.0;2;Santa Rosa;Rua David Alves do Vale
850000.0;98.0;3;2.0;3;Ouro Preto;Rua Desembargador Alarico Barroso
355000.0;55.0;2;2.0;2;Letícia;Rua José Benevides da Silveira
560000.0;85.0;3;2.0;4;Planalto;Rua dos Sacramentinos
870000.0;92.0;3;2.0;3;União;Rua Domingos Fernandes
900000.0;115.0;4;3.0;4;Palmares;Rua Professor Antônio Márcio
1350000.0;143.0;2;2.0;6;Lourdes;Rua Tomaz Gonzaga
315000.0;55.0;2;1.0;2;Canaã;Rua Tunísia
300000.0;60.0;3;1.0;1;Havaí;Rua B
700000.0;92.0;3;2.0;1;Cruzeiro;Rua Jornalista Jair Silva
810000.0;99.0;3;2.0;2;Santo Antônio;Rua Benjamim Flores
860000.0;80.0;3;2.0;1;Carmo;Rua Grão Mogol
1250000.0;90.0;3;2.0;2;Anchieta;Rua Ramalhete
580000.0;64.0;2;2.0;2;Sagrada Família;Rua Costa Monteiro
589000.0;70.0;3;1.0;2;Castelo;Rua Elson Nunes de Souza
730000.0;75.0;2;1.0;1;Boa Viagem;Rua Bernardo Guimarães
930000.0;118.0;4;3.0;3;Buritis;Rua Tereza Mota Valadares
980000.0;164.0;4;2.0;3;Alto Barroca;Rua Santa Cruz
750000.0;190.0;3;3.0;2;São José;Rua Artur Itabirano
370000.0;55.0;3;2.0;1;Santa Mônica;Rua Janete Clair
310000.0;52.0;2;1.0;1;Santa Maria;Rua das Pérolas
299500.0;70.0;3;2.0;0;Salgado Filho;Rua Veríssimo
1490000.0;115.0;4;2.0;3;Castelo;Rua Castelo de Tordesilhas
1200000.0;180.0;3;4.0;3;Caiçara-Adelaide;Rua Zenite
730000.0;129.0;3;3.0;3;Barroca;Rua Campos Elíseos
747500.0;105.0;2;2.0;2;Boa Vista;Rua Nova Granada
330000.0;68.0;2;1.0;1;São João Batista;Rua Doutor Álvaro Camargos
433372.0;49.0;2;1.0;1;Glória;Avenida Brigadeiro Eduardo Gomes
895000.0;158.0;4;3.0;2;Colégio Batista;Rua Guanhães
952000.0;118.0;4;2.0;2;Palmares;Rua Nestor Soares de Melo
685000.0;85.0;3;2.0;2;Fernão Dias;Rua Professor Nardelli Bemfica
750000.0;87.0;3;2.0;2;Alto Caiçaras;Rua Encantado
920000.0;87.0;3;2.0;2;Buritis;Avenida Aggeo Pio Sobrinho
600000.0;117.0;3;3.0;2;Palmares;Rua Manoel Sabino Nogueira
720000.0;85.0;3;3.0;2;Ipiranga;Rua Seritinga
1250000.0;140.0;4;4.0;3;Dona Clara;Rua Bento Mendes Castanheira
456000.0;90.0;3;2.0;2;Heliópolis;Rua Doutor Cinyras Ladeira
400000.0;70.0;3;1.0;1;Floresta;Rua Pouso Alegre
549000.0;59.0;2;1.0;2;Estrela do Oriente;Rua Chico Rei
540000.0;85.0;3;2.0;2;Santa Rosa;Rua Quintino Bocaiúva
799000.0;152.0;3;1.0;2;Santa Cruz;Rua Padre Felipe da Silva
1225000.0;104.0;3;3.0;2;Funcionários;Rua Rio Grande do Norte
379000.0;53.0;3;2.0;1;Santa Mônica;Rua Dorival Machado
510000.0;28.0;1;1.0;1;Cidade Nova;Rua Doutor Plínio de Morais
680000.0;136.0;3;2.0;1;Serra;Rua Itaparica
290000.0;30.0;1;1.0;0;Liberdade;Rua Intendente Câmara
749000.0;80.0;3;2.0;2;Buritis;Avenida Deputado Cristóvam Chiaradia
800000.0;187.0;2;2.0;2;Caiçara-Adelaide;Rua Nhanduti
890000.0;98.0;3;1.0;2;Barreiro;Rua Domiciano Vieira
299000.0;75.0;2;2.0;1;Planalto;Rua Ely Murilo Cláudio
939000.0;86.0;3;2.0;3;Cidade Nova;Rua Doutor Plínio de Morais
595000.0;101.0;3;2.0;2;Santa Efigênia;Rua Itaí
470000.0;78.0;3;2.0;1;Jardim Montanhês;Rua Boreal
750000.0;88.0;3;2.0;1;Alto Caiçaras;Rua Sepetiba
700000.0;74.0;3;2.0;2;Castelo;Rua José Mendes de Carvalho
730000.0;100.0;3;2.0;2;Santo Antônio;Rua Abre Campo
980000.0;90.0;1;2.0;1;Boa Viagem;Rua Sergipe
345000.0;57.0;2;2.0;1;Coqueiros;Rua Nove de Maio
750000.0;148.0;4;3.0;1;Cruzeiro;Avenida Afonso Pena
370000.0;50.0;2;1.0;2;Piratininga;Rua Alberto de Freitas Ramos
410000.0;130.0;4;1.0;2;Lagoinha Leblon;Rua Laranjeiras
285000.0;28.0;1;1.0;1;Bandeirantes;Avenida Otacílio Negrão de Lima
464001.0;53.0;2;2.0;1;Santa Amélia;Rua das Castanheiras
1640046.0;107.0;3;3.0;2;Anchieta;Rua Francisco Deslandes
1400000.0;140.0;4;4.0;4;Liberdade;Rua Duarte da Costa
950000.0;69.0;2;3.0;2;Anchieta;Rua Montes Claros
790000.0;105.0;3;3.0;0;Savassi;Rua Rio Grande do Norte
501500.0;53.0;2;2.0;1;Santa Amélia;Rua das Castanheiras
469000.0;87.0;2;2.0;2;Rio Branco;Rua Diva
660000.0;90.0;3;3.0;2;Coração de Jesus;Rua Donato da Fonseca
980000.0;120.0;3;2.0;2;Caiçara-Adelaide;Rua Vila Rica
680000.0;60.0;2;3.0;2;Sagrada Família;Rua Maria Martins Guimarães
820000.0;86.0;3;2.0;2;Floresta;Rua Napoleão Laureano
795000.0;120.0;3;2.0;2;Ouro Preto;Rua Professor Domício Murta
1150000.0;130.0;4;2.0;3;Silveira;Rua Salgueiro
870000.0;96.0;3;3.0;2;Serra;Rua Herval
1550000.0;130.0;4;3.0;2;Funcionários;Rua Piauí
456159.0;87.0;2;1.0;1;Mantiqueira;Rua Jornalista Paulo Heneine
438130.0;59.0;2;1.0;1;Caiçaras;Rua Renato Nascimento
1300000.0;109.0;4;3.0;3;Sion;Rua Nicarágua
1590000.0;110.0;3;2.0;2;Santo Agostinho;Rua Alvarenga Peixoto
2150000.0;228.0;3;4.0;4;São José;Avenida Coronel José Dias Bicalho
850000.0;198.0;4;3.0;0;Centro;Rua dos Goitacazes
1480000.0;155.0;4;3.0;4;Jaraguá;Rua Bacupã
1290000.0;66.0;2;2.0;2;Santo Agostinho;Rua dos Aimorés
550000.0;80.0;3;2.0;0;Jardim Guanabara;Rua Alga Verde
548000.0;78.0;3;2.0;2;Santa Mônica;Rua dos Javaês
1250000.0;127.0;4;3.0;2;São Luiz;Rua Maestro Francisco Flores
1780000.0;102.0;3;3.0;3;Lourdes;Rua dos Aimorés
2450000.0;127.0;3;3.0;3;Centro;Rua Rio Grande do Sul
650000.0;230.0;4;2.0;2;Jardim Atlântico;Rua Bento Nogueira
1260000.0;84.0;3;3.0;2;Prado;Rua Rubi
320000.0;60.0;3;1.0;1;Ventosa;Rua Paulo Piedade Campos
834842.0;70.0;2;2.0;2;Santa Efigênia;Avenida do Contorno
465000.0;40.0;1;1.0;1;Barro Preto;Rua Araguari
4450000.0;84.0;4;4.0;4;Anchieta;Rua Joaquim Linhares
498000.0;84.0;3;2.0;1;Rio Branco;Rua Vera Lúcia
830000.0;65.0;2;2.0;0;Belvedere;Rua Desembargador Jorge Fontana
799000.0;57.0;2;3.0;2;Prado;Rua Turquesa
410000.0;85.0;3;3.0;2;Renascença;Rua Javari
380000.0;75.0;2;2.0;1;Piratininga;Rua Andradina
2840000.0;150.0;3;4.0;3;Sion;Avenida dos Bandeirantes
340000.0;58.0;2;1.0;2;Concórdia;Rua Itapeva
650000.0;78.0;3;3.0;2;Itapoã;Rua Professor Hermínio Guerra
628000.0;152.0;3;3.0;2;Santa Mônica;Rua dos Javaês
420000.0;60.0;2;1.0;2;Candelária;Rua Varzelândia
880000.0;90.0;3;2.0;2;Buritis;Rua Lauro Ferreira
420000.0;105.0;3;3.0;1;Santa Mônica;Rua dos Astecas
620000.0;130.0;4;2.0;1;Sion;Rua do Uruguai
650000.0;70.0;3;2.0;2;Paraíso;Rua Horizonte
390000.0;60.0;3;1.0;1;Coração de Jesus;Rua Simão Irffi
1700000.0;228.0;4;3.0;3;Serra;Rua Professor Estevão Pinto
2500000.0;180.0;4;1.0;3;Santa Efigênia;Avenida Carandaí
310000.0;55.0;3;1.0;1;Serrano;Avenida Henfil
463000.0;68.0;3;2.0;2;Rio Branco;Rua Newton da Costa Silveira
650000.0;100.0;3;2.0;1;Santo Antônio;Rua Teixeira de Freitas
900000.0;166.0;3;2.0;3;Itapoã;Rua José Oscar Barreira
660000.0;125.0;4;1.0;2;Santo Antônio;Rua Carlos Gomes
2086900.0;99.0;3;4.0;1;Savassi;Rua Fernandes Tourinho
820000.0;135.0;3;3.0;3;Caiçara-Adelaide;Rua Zenite
725000.0;55.0;2;2.0;2;Carmo;Rua Rio Verde
838100.0;128.0;2;2.0;2;Santo Agostinho;Avenida do Contorno
420000.0;95.0;3;3.0;2;Boa Vista;Rua Carvalho de Aguiar
757300.0;130.0;3;1.0;2;Tirol;Rua Maria Perez Ballesteros
499000.0;100.0;2;2.0;1;Santa Branca;Rua São João da Lagoa
425000.0;29.0;1;1.0;6;Savassi;Rua Gonçalves Dias
320000.0;77.0;2;1.0;1;Cachoeirinha;Rua Gonçalves Ledo
720000.0;80.0;3;2.0;2;União;Rua Pitt
285000.0;50.0;2;1.0;1;Guarani;Rua Itapoã
1830000.0;141.0;3;4.0;3;Buritis;Rua Stella Hanriot
300000.0;70.0;3;1.0;0;Salgado Filho;Rua Veríssimo
689000.0;67.0;3;2.0;2;Santa Inês;Rua Mantiqueira
456000.0;80.0;3;2.0;2;Heliópolis;Rua Doutor Cinyras Ladeira
406120.0;55.0;2;2.0;1;Santa Branca;Rua Hudson Gouthier
1200000.0;142.0;4;3.0;2;Sion;Rua da Groenlândia
350000.0;56.0;3;1.0;1;Estoril;Rua Paulo Piedade Campos
700000.0;120.0;4;3.0;3;Dona Clara;Rua Dona Celuta Monteiro
480000.0;75.0;3;2.0;2;Céu Azul;Rua Oswaldo Pinho Tavares
2100000.0;195.0;3;3.0;3;Sion;Rua Chicago
610000.0;95.0;3;2.0;1;São Pedro;Rua São João Evangelista
680000.0;69.0;3;3.0;2;Havaí;Rua Lírio Montanhes
1100000.0;141.0;3;1.0;2;Cidade Nova;Rua Cardeal Stepinac
720000.0;105.0;4;3.0;2;Palmares;Rua Professor Antônio Márcio
630000.0;82.0;3;2.0;3;Fernão Dias;Rua Paulista
2295730.0;134.0;4;4.0;3;Funcionários;Rua Bernardo Guimarães
530000.0;80.0;3;2.0;2;Pirajá;Rua Paulista
289000.0;50.0;2;1.0;1;Letícia;Rua Jovina Gomes de Souza
639000.0;94.0;2;2.0;2;Castelo;Rua Castelo de Alenquer
680000.0;103.0;4;2.0;1;Serra;Rua Itaparica
944800.0;85.0;3;2.0;2;Padre Eustáquio;Rua Progresso
499000.0;86.0;2;2.0;2;Santa Mônica;Rua Geralda Cirino Flor de Maio
2590000.0;240.0;4;3.0;3;Santa Efigênia;Rua Ceará
1641024.0;136.0;4;4.0;3;Ouro Preto;Avenida Fleming
2300000.0;160.0;4;4.0;1;Santo Agostinho;Rua Rio Grande do Sul
689000.0;153.0;3;2.0;2;Castelo;Rua José Mendes de Carvalho
330000.0;48.0;2;1.0;1;Palmeiras;Rua Antônio de Andrade Mendes
1620000.0;188.0;4;4.0;3;Sion;Rua Antilhas
1650000.0;293.0;4;3.0;4;Palmares;Rua Décio Salema
459909.0;56.0;2;1.0;1;Caiçaras;Rua Renato Nascimento
1250000.0;90.0;3;3.0;2;Savassi;Rua Tomé de Souza
398000.0;88.0;2;2.0;1;Renascença;Rua Taquari
860000.0;110.0;3;2.0;2;Jaraguá;Rua Bacupã
750000.0;95.0;3;2.0;2;Buritis;Rua Cônsul Walter
545000.0;58.0;2;2.0;2;Santa Branca;Rua Norte
295000.0;65.0;3;1.0;1;Letícia;Rua Professor José Schettino
1038000.0;101.0;2;2.0;1;São Bento;Avenida Raja Gabaglia
850000.0;105.0;3;3.0;2;Palmares;Rua José Barsand de Leucas
3445000.0;190.0;4;5.0;3;Sion;Rua Cristina
516000.0;51.0;2;1.0;1;Caiçaras;Rua Psi
180000.0;49.0;2;1.0;1;Santa Mônica;Rua dos Comanches
1495000.0;170.0;4;3.0;3;Sion;Rua Haiti
1780000.0;170.0;4;3.0;3;Serra;Rua Professor Estevão Pinto
950000.0;158.0;4;3.0;2;Guarani;Rua Cachangá
1180000.0;111.0;3;3.0;3;Buritis;Rua Geraldo Lúcio Vasconcelos
1380000.0;140.0;4;4.0;3;Buritis;Rua Professora Bartira Mourão
1200000.0;145.0;4;4.0;3;Ouro Preto;Rua Desembargador Paulo Mota
426600.0;51.0;1;1.0;1;Caiçaras;Rua Psi
1550000.0;138.0;4;5.0;3;Buritis;Rua José Hemetério Andrade
872690.0;38.0;1;2.0;1;Gutierrez;Rua André Cavalcanti
850000.0;160.0;4;3.0;3;Palmares;Rua Coronel Jairo Pereira
445000.0;75.0;3;2.0;1;Ouro Preto;Rua Professor Domício Murta
1240861.0;85.0;3;3.0;2;Gutierrez;Rua Herculano de Freitas
480000.0;62.0;2;2.0;2;Buritis;Rua Professor Euclydes Ferreira
750000.0;75.0;3;3.0;1;Santo Antônio;Rua Nunes Vieira
325000.0;66.0;3;1.0;1;Graça;Rua Juruá
726169.0;80.0;3;2.0;2;Nova Suíssa;Rua Corcovado
410000.0;23.0;1;1.0;1;Santo Antônio;Rua Arturo Toscanini
345000.0;70.0;2;2.0;1;Monsenhor Messias;Rua Francisco Bicalho
413000.0;43.0;1;1.0;1;Lourdes;Rua dos Guajajaras
450000.0;60.0;3;2.0;1;Letícia;Rua Antônio Rochid
650000.0;160.0;4;3.0;2;Santa Amélia;Rua Mansueto Filizzola
310000.0;50.0;2;1.0;1;Letícia;Rua José Galding
1320000.0;105.0;3;3.0;3;Buritis;Rua Engenheiro Alberto Pontes
260000.0;51.0;2;1.0;1;Santa Maria;Rua das Pérolas
924640.0;115.0;3;3.0;2;Liberdade;Rua Vital Brasil
398000.0;62.0;2;1.0;2;Manacás;Rua Raimunda Simões da Silva
395000.0;91.0;3;1.0;1;Nova Floresta;Rua São Gonçalo
1413099.0;85.0;3;2.0;2;Centro;Avenida Olegário Maciel
1290000.0;117.0;4;3.0;2;Dona Clara;Rua Etelvina Vaz de Melo
970000.0;44.0;1;1.0;1;Savassi;Rua Tomé de Souza
550000.0;110.0;4;3.0;2;Grajaú;Rua Nascimento Gurgel
650000.0;85.0;3;2.0;2;Renascença;Rua Tapira
460000.0;87.0;3;2.0;1;Vila Cloris;Rua dos Mamoeiros
2590000.0;204.0;4;5.0;3;Gutierrez;Rua Cônego Rocha Franco
680000.0;68.0;2;2.0;2;Santo Antônio;Rua Abre Campo
280000.0;54.0;3;1.0;1;Bonsucesso;Rua José Diniz Melo
1280000.0;87.0;3;3.0;2;Centro;Rua São Paulo
1680000.0;126.0;4;4.0;3;Buritis;Avenida Senador José Augusto
1215000.0;83.0;3;3.0;2;Lourdes;Avenida Álvares Cabral
650000.0;100.0;3;1.0;1;São Pedro;Rua Bolívia
1120000.0;85.0;3;3.0;2;Prado;Rua Aristóteles Caldeira
530000.0;130.0;3;3.0;1;Concórdia;Rua Jacuípe
660000.0;102.0;3;2.0;2;Castelo;Rua Castelo Lamego
1298000.0;78.0;3;2.0;2;Boa Viagem;Rua dos Aimorés
1844079.0;78.0;2;2.0;1;Savassi;Rua Fernandes Tourinho
900000.0;98.0;3;2.0;2;Castelo;Rua Cecília Fonseca Coutinho
510000.0;69.0;3;2.0;2;Paquetá;Rua Gustavo Ladeira
370000.0;72.0;3;2.0;1;Nova Suíssa;Rua Cacuí
350000.0;65.0;3;2.0;1;Lagoinha;Rua Diamantina
555740.0;92.0;2;1.0;1;Esplanada;Rua Boninas
675000.0;117.0;4;3.0;2;Ipiranga;Rua Princesa Isabel
1650000.0;246.0;4;2.0;3;Palmares;Rua Nicolina Pacheco
590000.0;93.0;3;2.0;2;Cachoeirinha;Rua Conde Santa Marinha
1390000.0;66.0;1;2.0;2;Savassi;Rua Fernandes Tourinho
2790000.0;290.0;4;2.0;2;Lourdes;Rua Rio de Janeiro
2037000.0;118.0;3;3.0;2;Savassi;Rua Fernandes Tourinho
720000.0;97.0;3;3.0;1;Sion;Rua Turibaté
700000.0;76.0;3;2.0;2;Serra;Rua Dona Cecília
525000.0;97.0;3;2.0;2;Vila Cloris;Rua dos Pardais
1100000.0;140.0;3;2.0;3;Castelo;Rua Castelo de Óbidos
492000.0;106.0;3;1.0;2;Santa Branca;Rua Hélcio Paiva
822360.0;62.0;2;2.0;2;Sion;Rua Assunção
2900000.0;215.0;4;4.0;4;Belvedere;Rua Engenheiro Walter Kurrle
