preco;tamanho (m²);qtd_quartos;qtd_banheiros;qtd_vagas_garagem;bairro;endereco;bairro_tratada;bairro_mais_barato;bairro_norm;endereco_norm;latitude;longitude;CEP_opencage
1050000.0;140.0;4;2.0;3;Gutierrez;Rua Marechal Bitencourt;Gutierrez;0;gutierrez;rua marechal bitencourt;-19.92083;-43.93778;30160-033
510000.0;68.0;2;2.0;1;Santo Antônio;Rua Antônio Dias;Santo Antônio;0;santo antonio;rua antonio dias;-19.9445612;-43.9464563;30350-180
389000.0;58.0;2;2.0;1;Floresta;Rua Silveira;Floresta;0;floresta;rua silveira;-19.9043391;-43.9316784;31110-050
280000.0;55.0;3;1.0;1;São João Batista;Rua José Sanguinete;São João Batista;0;sao joao batista;rua jose sanguinete;-19.8237102;-43.958914;31744-144
450000.0;71.0;3;2.0;1;Colégio Batista;Rua Guaranésia;Colégio Batista;0;colegio batista;rua guaranesia;-19.9066409;-43.9346796;31110-150
795000.0;71.0;3;3.0;2;Esplanada;Rua Boninas;Esplanada;0;esplanada;rua boninas;-19.9062641;-43.9044236;30285-010
1150000.0;60.0;2;2.0;2;Lourdes;Rua São Paulo;Lourdes;0;lourdes;rua sao paulo;-19.9249431;-43.9416249;30170-121
1200000.0;171.0;3;2.0;2;Carmo;Rua Campanha;Carmo;0;carmo;rua campanha;-19.9431399;-43.9314206;30310-560
440000.0;70.0;3;3.0;1;Gutierrez;Rua Oscar Trompowsky;Gutierrez;0;gutierrez;rua oscar trompowsky;-19.9369049;-43.9614399;30430-180
2096000.0;140.0;4;5.0;4;Serra;Rua Níquel;Serra;0;serra;rua niquel;-19.940924;-43.9171593;30210-550
809000.0;85.0;3;2.0;2;Itapoã;Rua Ministro Hermenegildo de Barros;Itapoã;0;itapoa;rua ministro hermenegildo de barros;-19.8349643;-43.9604046;31710-100
520000.0;75.0;3;2.0;2;Silveira;Rua São Claret;Silveira;0;silveira;rua sao claret;-19.8903888;-43.9312784;31140-540
1650000.0;123.0;4;2.0;3;Carmo;Rua Boa Esperança;Carmo;0;carmo;rua boa esperanca;-19.946566;-43.9323523;30310-750
932949.0;73.0;3;2.0;2;Barro Preto;Rua dos Timbiras;Barro Preto;0;barro preto;rua dos timbiras;-19.923849;-43.9514012;30180-094
1300000.0;360.0;4;3.0;3;Dona Clara;Rua Ministro Ivan Lins;Dona Clara;0;dona clara;rua ministro ivan lins;-19.8598374;-43.9395905;31260-140
2300000.0;163.0;3;5.0;4;Cruzeiro;Rua Jornalista Jair Silva;Cruzeiro;0;cruzeiro;rua jornalista jair silva;-19.9469138;-43.9225505;30310-360
890000.0;98.0;3;3.0;2;Castelo;Rua Castelo de Avis;Castelo;0;castelo;rua castelo de avis;-19.8788641;-43.9946342;31330-120
750000.0;88.0;3;2.0;2;Caiçaras;Rua Marambaia;Caiçaras;0;caicaras;rua marambaia;-19.9099137;-43.9681831;30770-080
350000.0;36.0;1;1.0;1;Ouro Preto;Rua Manoel Elias de Aguiar;Ouro Preto;0;ouro preto;rua manoel elias de aguiar;-19.8745911;-43.9898009;31340-000
1590000.0;123.0;4;2.0;2;Santa Efigênia;Rua dos Otoni;Santa Efigênia;0;santa efigenia;rua dos otoni;-19.9270701;-43.9222067;30150-330
600000.0;150.0;3;2.0;0;Liberdade;Rua Aureliano Lessa;Liberdade;0;liberdade;rua aureliano lessa;-19.8617018;-43.9551609;31270-250
950000.0;130.0;3;2.0;2;Santa Rosa;Rua Irmã Eufêmia;Santa Rosa;0;santa rosa;rua irma eufemia;-19.8616658;-43.9473479;31260-000
2100000.0;74.0;3;2.0;2;Lourdes;Rua Alvarenga Peixoto;Lourdes;0;lourdes;rua alvarenga peixoto;-19.9308588;-43.944;30180-120
750000.0;110.0;3;2.0;2;Castelo;Rua Castelo Guimarães;Castelo;0;castelo;rua castelo guimaraes;-19.879182;-43.9982935;31330-220
680000.0;100.0;3;1.0;2;Barreiro;Rua São Paulo da Cruz;Barreiro;0;barreiro;rua sao paulo da cruz;-19.9810622;-44.0133834;30642-060
756000.0;62.0;2;1.0;1;Santa Efigênia;Rua Aníbal Benévolo;Santa Efigênia;0;santa efigenia;rua anibal benevolo;-19.9260359;-43.9124331;30260-250
1598000.0;95.0;3;4.0;2;Prado;Rua Nepomuceno;Prado;0;prado;rua nepomuceno;-19.9266013;-43.9604449;30411-191
1095000.0;78.0;3;2.0;2;Serra;Rua Angustura;Serra;0;serra;rua angustura;-19.9412435;-43.9164683;30220-330
1430251.0;97.0;3;2.0;2;Santo Antônio;Rua Paulo Afonso;Santo Antônio;0;santo antonio;rua paulo afonso;-19.9374625;-43.9456292;30380-002
3000000.0;295.0;4;5.0;4;Funcionários;Rua Maranhão;Funcionários;0;funcionarios;rua maranhao;-19.9352072;-43.9264341;30110-032
1165860.0;122.0;4;3.0;3;Buritis;Rua Vitório Magnavacca;Buritis;0;buritis;rua vitorio magnavacca;-19.9680402;-43.9655163;30455-900
1900000.0;123.0;4;2.0;2;Savassi;Rua Gonçalves Dias;Savassi;0;savassi;rua goncalves dias;-19.9322006;-43.9332462;30130-140
600000.0;48.0;1;1.0;1;Cruzeiro;Rua Minas Novas;Cruzeiro;0;cruzeiro;rua minas novas;-19.9405143;-43.9283953;30310-140
2513133.0;112.0;3;5.0;2;Savassi;Rua Pernambuco;Savassi;0;savassi;rua pernambuco;-19.9338816;-43.93445;30140-100
1280000.0;148.0;4;2.0;2;Serra;Avenida Afonso Pena;Serra;0;serra;avenida afonso pena;-19.9472227;-43.9210687;30310-360
1270822.0;79.0;3;3.0;2;Lourdes;Avenida Álvares Cabral;Lourdes;0;lourdes;avenida alvares cabral;-19.9273885;-43.9406243;30170-012
1095000.0;70.0;3;2.0;2;Prado;Rua Nepomuceno;Prado;0;prado;rua nepomuceno;-19.9266013;-43.9604449;30411-191
970000.0;175.0;3;2.0;2;União;Rua Leôncio Chagas;União;0;uniao;rua leoncio chagas;-19.8841945;-43.9210383;31170-590
1050000.0;150.0;3;2.0;2;Alto Caiçaras;Rua da Coleirinha;Alto Caiçaras;0;alto caicaras;rua da coleirinha;-19.92083;-43.93778;30160-033
319900.0;44.0;2;1.0;1;Rio Branco;Rua Carmem;Rio Branco;0;rio branco;rua carmem;-19.8144338;-43.9860369;31573-506
658000.0;75.0;3;2.0;2;Santa Branca;Rua Gil Vicente;Santa Branca;0;santa branca;rua gil vicente;-19.8341833;-43.9702101;31565-180
2350000.0;136.0;3;3.0;3;Lourdes;Rua Santa Catarina;Lourdes;0;lourdes;rua santa catarina;-19.9328638;-43.9465832;30160-041
880000.0;60.0;3;2.0;2;Itapoã;Rua Jornalista Waldir Lau;Itapoã;0;itapoa;rua jornalista waldir lau;-19.8387267;-43.9534756;31720-440
1400000.0;150.0;4;2.0;2;Lourdes;Avenida do Contorno;Lourdes;0;lourdes;avenida do contorno;-19.9378937;-43.9444073;30160-038
1290000.0;139.0;4;2.0;2;Buritis;Rua Ernani Agricola;Buritis;0;buritis;rua ernani agricola;-19.92083;-43.93778;30160-033
630000.0;129.0;3;1.0;2;Cardoso;Rua José Ovídio Guerra;Outros;0;cardoso;rua jose ovidio guerra;-20.0031835;-44.0086106;30626-110
1300000.0;158.0;3;4.0;2;Buritis;Rua Sílvio Menicucci;Buritis;0;buritis;rua silvio menicucci;-19.9794682;-43.9782675;30575-843
580000.0;110.0;4;1.0;3;Santo Antônio;Rua Matipó;Santo Antônio;0;santo antonio;rua matipo;-19.9474174;-43.9453612;30350-213
470000.0;108.0;3;3.0;1;Sion;Rua Colômbia;Sion;0;sion;rua colombia;-19.9542763;-43.9385749;30315-250
620000.0;150.0;4;3.0;2;Gutierrez;Rua Martim Francisco;Gutierrez;0;gutierrez;rua martim francisco;-19.9386869;-43.9599334;30441-028
567876.0;38.0;1;1.0;1;Serra;Rua Palmira;Serra;0;serra;rua palmira;-19.9389948;-43.9199694;30220-060
1500000.0;200.0;3;3.0;3;Buritis;Rua Cônsul Walter;Buritis;0;buritis;rua consul walter;-19.9745963;-43.9698432;30575-180
650000.0;59.0;2;2.0;2;Santo Antônio;Rua Mangabeira;Santo Antônio;0;santo antonio;rua mangabeira;-19.9458676;-43.9465231;30350-180
429000.0;78.0;2;2.0;2;Planalto;Rua Lourival Carneiro de Vasconcelos;Planalto;0;planalto;rua lourival carneiro de vasconcelos;-19.8366175;-43.9423191;31742-036
690000.0;54.0;2;2.0;2;Liberdade;Rua Boaventura;Liberdade;0;liberdade;rua boaventura;-19.8636038;-43.9547231;31270-250
600000.0;280.0;5;1.0;2;Etelvina Carneiro;Rua Águas de Março;Outros;0;etelvina carneiro;rua aguas de marco;-19.8114511;-43.9323327;31746-160
1380000.0;128.0;4;4.0;3;Buritis;Rua José Hemetério Andrade;Buritis;0;buritis;rua jose hemeterio andrade;-19.9767283;-43.9638434;30575-210
1150000.0;126.0;4;3.0;3;Buritis;Rua Henrique Furtado Portugal;Buritis;0;buritis;rua henrique furtado portugal;-19.9734927;-43.965941;30455-610
1290000.0;180.0;4;4.0;4;Santa Amélia;Rua General Patton;Santa Amélia;0;santa amelia;rua general patton;-19.833734;-43.9789217;31540-360
355000.0;70.0;2;1.0;2;Santa Amélia;Rua Engenheiro Pedro Bax;Santa Amélia;0;santa amelia;rua engenheiro pedro bax;-19.8361934;-43.9737316;31560-140
550000.0;120.0;3;2.0;2;Santa Mônica;Rua Olavo Bilac;Santa Mônica;0;santa monica;rua olavo bilac;-19.8206322;-43.9725148;31520-400
930000.0;147.0;3;3.0;2;Castelo;Rua Desembargador José Satyro;Castelo;0;castelo;rua desembargador jose satyro;-19.8886426;-43.9960496;30840-470
295000.0;65.0;3;1.0;1;Estoril;Rua Paulo Piedade Campos;Estoril;0;estoril;rua paulo piedade campos;-19.965417;-43.9647127;30493-030
600000.0;93.0;3;2.0;2;Manacás;Rua Doutor Luís Ratton;Manacás;0;manacas;rua doutor luis ratton;-19.8945228;-43.9966476;30840-492
1950000.0;145.0;3;1.0;4;Gutierrez;Rua Oscar Trompowsky;Gutierrez;0;gutierrez;rua oscar trompowsky;-19.9369049;-43.9614399;30430-180
629000.0;70.0;2;2.0;2;Sagrada Família;Rua Conselheiro Lafaiete;Sagrada Família;0;sagrada familia;rua conselheiro lafaiete;-19.8988167;-43.9231518;31035-460
875000.0;103.0;3;3.0;3;Indaiá;Rua Borges;Indaiá;0;indaia;rua borges;-19.8647594;-43.950847;31270-020
1050000.0;59.0;1;2.0;2;Lourdes;Rua Felipe dos Santos;Lourdes;0;lourdes;rua felipe dos santos;-19.9342519;-43.946334;30170-090
987000.0;110.0;4;3.0;3;União;Rua Pitt;União;0;uniao;rua pitt;-19.8832104;-43.9249225;31170-620
924500.0;158.0;3;1.0;2;União;Rua Otávio Otoni;União;0;uniao;rua otavio otoni;-19.8845253;-43.9195561;31170-590
980000.0;65.0;2;2.0;2;São Pedro;Rua Lavras;São Pedro;0;sao pedro;rua lavras;-19.9418082;-43.9351857;30110-929
701800.0;80.0;3;2.0;2;Renascença;Rua Tefé;Renascença;0;renascenca;rua tefe;-19.8926122;-43.9404891;31130-550
1798000.0;149.0;3;3.0;3;Santo Antônio;Rua Paulo Afonso;Santo Antônio;0;santo antonio;rua paulo afonso;-19.9374625;-43.9456292;30380-002
1450000.0;141.0;3;2.0;4;Santo Antônio;Rua Professor Arduino Bolivar;Santo Antônio;0;santo antonio;rua professor arduino bolivar;-19.9438549;-43.9459601;30350-180
750000.0;101.0;3;2.0;2;Caiçara-Adelaide;Rua Atlântida;Caiçara-Adelaide;0;caicara-adelaide;rua atlantida;-19.9050727;-43.9759599;30720-476
1232000.0;93.0;3;3.0;2;Luxemburgo;Rua Fábio Couri;Luxemburgo;0;luxemburgo;rua fabio couri;-19.9481029;-43.9567503;30380-350
555500.0;92.0;3;3.0;2;Santa Mônica;Rua Olavo Bilac;Santa Mônica;0;santa monica;rua olavo bilac;-19.8206322;-43.9725148;31520-400
1599000.0;75.0;2;3.0;2;Boa Viagem;Rua Alagoas;Boa Viagem;0;boa viagem;rua alagoas;-19.9303518;-43.9348005;30140-080
2290000.0;97.0;3;2.0;2;Santo Agostinho;Rua Rio Grande do Sul;Santo Agostinho;0;santo agostinho;rua rio grande do sul;-19.9248104;-43.9470704;30170-111
550000.0;93.0;3;2.0;2;Santa Mônica;Rua Tobias Barreto;Santa Mônica;0;santa monica;rua tobias barreto;-19.816197;-43.9748952;31520-400
1399000.0;90.0;3;3.0;3;Castelo;Rua Castelo de Avis;Castelo;0;castelo;rua castelo de avis;-19.8788641;-43.9946342;31330-120
1505124.0;78.0;2;3.0;2;Boa Viagem;Rua Alagoas;Boa Viagem;0;boa viagem;rua alagoas;-19.9303518;-43.9348005;30140-080
1800000.0;120.0;4;3.0;2;Anchieta;Rua Engenheiro Amaro Lanari;Anchieta;0;anchieta;rua engenheiro amaro lanari;-19.9510092;-43.9295127;30310-530
832061.0;15.0;3;2.0;2;Serra;Rua Capivari;Serra;0;serra;rua capivari;-19.9410422;-43.9165422;30220-330
1399000.0;86.0;3;2.0;2;Santo Agostinho;Rua Alvarenga Peixoto;Santo Agostinho;0;santo agostinho;rua alvarenga peixoto;-19.9288279;-43.9523286;30170-041
4684000.0;310.0;4;7.0;6;Cidade Nova;Rua Deputado Bernardino de Sena Figueiredo;Cidade Nova;0;cidade nova;rua deputado bernardino de sena figueiredo;-19.8874701;-43.9242173;31170-210
700000.0;130.0;4;3.0;2;São Luiz;Alameda dos Jacarandás;São Luiz;0;sao luiz;alameda dos jacarandas;-19.8587703;-43.9680899;31275-050
349900.0;66.0;2;1.0;1;Santa Amélia;Rua Monte Raso;Santa Amélia;0;santa amelia;rua monte raso;-19.8460743;-43.9814534;31555-100
890000.0;126.0;4;3.0;2;Silveira;Rua Jornalista Juracy Manoel;Silveira;0;silveira;rua jornalista juracy manoel;-19.8915712;-43.9313462;31140-540
1700000.0;180.0;4;3.0;3;Anchieta;Rua Joaquim Lustosa;Anchieta;0;anchieta;rua joaquim lustosa;-19.92083;-43.93778;30160-033
1340000.0;347.0;6;3.0;6;São Lucas;Rua Rio Doce;São Lucas;0;sao lucas;rua rio doce;-19.9319508;-43.9209454;30220-000
2300000.0;207.0;4;3.0;3;Vila Paris;Rua Soares do Couto;Vila Paris;0;vila paris;rua soares do couto;-19.9527262;-43.9497382;30350-342
835000.0;93.0;3;2.0;2;Floresta;Rua São Manoel;Floresta;0;floresta;rua sao manoel;-19.9079145;-43.9310808;31015-380
675000.0;150.0;3;2.0;2;Paquetá;Rua Lúcia Helena;Paquetá;0;paqueta;rua lucia helena;-19.868515;-43.9921354;31340-150
2100000.0;110.0;3;1.0;2;São Bento;Rua Professor José Renault;São Bento;0;sao bento;rua professor jose renault;-19.9546391;-43.9508637;30350-342
1450000.0;148.0;4;3.0;2;Sion;Rua da Groenlândia;Sion;0;sion;rua da groenlandia;-19.92083;-43.93778;30160-033
1097000.0;112.0;4;3.0;2;Itapoã;Rua Gumercindo Couto e Silva;Itapoã;0;itapoa;rua gumercindo couto e silva;-19.8424758;-43.9567692;31720-440
1413899.0;56.0;3;2.0;2;Santo Antônio;Rua Coletor Celso Werneck;Santo Antônio;0;santo antonio;rua coletor celso werneck;-19.939905;-43.9439974;30160-038
459000.0;46.0;2;2.0;1;Santa Mônica;Rua dos Uaicás;Santa Mônica;0;santa monica;rua dos uaicas;-19.92083;-43.93778;30160-033
350000.0;62.0;2;1.0;1;São João Batista;Rua José da Costa;São João Batista;0;sao joao batista;rua jose da costa;-19.8210516;-43.9566526;31744-111
635000.0;241.0;3;3.0;2;Santa Mônica;Rua Dorival Machado;Santa Mônica;0;santa monica;rua dorival machado;-19.8274831;-43.9722178;31525-410
650000.0;118.0;3;1.0;1;Cruzeiro;Rua Albita;Cruzeiro;0;cruzeiro;rua albita;-19.9434279;-43.9272682;30310-140
310000.0;65.0;3;1.0;1;Palmares;Rua Cláudio Gomes de Souza;Palmares;0;palmares;rua claudio gomes de souza;-19.8715902;-43.9390994;31255-984
1552808.0;138.0;3;3.0;3;Santo Antônio;Rua Coletor Celso Werneck;Santo Antônio;0;santo antonio;rua coletor celso werneck;-19.939905;-43.9439974;30160-038
1073657.0;85.0;2;2.0;2;Prado;Rua Lagoa Dourada;Prado;0;prado;rua lagoa dourada;-19.9258795;-43.9599839;30110-064
587000.0;60.0;2;2.0;2;Sagrada Família;Rua Genoveva de Souza;Sagrada Família;0;sagrada familia;rua genoveva de souza;-19.9067324;-43.922093;31030-010
620000.0;64.0;2;2.0;2;Graça;Rua Juruá;Graça;0;graca;rua jurua;-19.8988227;-43.9288931;30140-030
597000.0;100.0;3;2.0;2;Santa Amélia;Rua dos Expedicionários;Santa Amélia;0;santa amelia;rua dos expedicionarios;-19.8452925;-43.9805798;31555-100
780000.0;83.0;2;2.0;2;Buritis;Avenida Aggeo Pio Sobrinho;Buritis;0;buritis;avenida aggeo pio sobrinho;-19.9746598;-43.9769735;30575-834
575000.0;101.0;3;2.0;2;São Luiz;Alameda das Acácias;São Luiz;0;sao luiz;alameda das acacias;-19.8552398;-43.96469;31275-050
1190000.0;155.0;4;3.0;3;União;Rua Flor-de-jequitibá;União;0;uniao;rua flor-de-jequitiba;-19.8827583;-43.9279463;31160-370
500000.0;75.0;2;2.0;2;Buritis;Rua José Hemetério Andrade;Buritis;0;buritis;rua jose hemeterio andrade;-19.9767283;-43.9638434;30575-210
1200000.0;269.0;4;3.0;3;São Pedro;Rua Lavras;São Pedro;0;sao pedro;rua lavras;-19.9418082;-43.9351857;30110-929
700000.0;79.0;3;1.0;2;Ouro Preto;Rua Professor Domício Murta;Ouro Preto;0;ouro preto;rua professor domicio murta;-19.8740079;-43.9894684;31340-000
2050000.0;142.0;4;5.0;3;Cidade Nova;Rua Professor Lincoln Continentino;Cidade Nova;0;cidade nova;rua professor lincoln continentino;-19.92083;-43.93778;30160-033
2200000.0;172.0;4;3.0;4;Cidade Nova;Rua Deputado Bernardino de Sena Figueiredo;Cidade Nova;0;cidade nova;rua deputado bernardino de sena figueiredo;-19.8874701;-43.9242173;31170-210
710000.0;88.0;3;3.0;2;Itapoã;Rua Doutor José Esteves Rodrigues;Itapoã;0;itapoa;rua doutor jose esteves rodrigues;-19.8377168;-43.9634593;31710-100
880000.0;130.0;3;3.0;0;Buritis;Rua Pedro Natalício de Morais;Buritis;0;buritis;rua pedro natalicio de morais;-19.9785325;-43.9726742;30575-815
880000.0;95.0;4;3.0;2;Palmares;Rua Professor Antônio Márcio;Palmares;0;palmares;rua professor antonio marcio;-19.8722152;-43.9365916;31155-290
938990.0;73.0;3;2.0;2;Coração de Jesus;Rua Professor Otto Cirne;Coração de Jesus;0;coracao de jesus;rua professor otto cirne;-19.92083;-43.93778;30160-033
2130000.0;144.0;4;2.0;3;Santa Efigênia;Rua Piauí;Santa Efigênia;0;santa efigenia;rua piaui;-19.9248171;-43.9249863;30140-001
1450000.0;200.0;4;2.0;2;Funcionários;Rua Ceará;Funcionários;0;funcionarios;rua ceara;-19.9303979;-43.9278912;30130-131
750000.0;130.0;4;2.0;1;Cruzeiro;Rua Bambuí;Cruzeiro;0;cruzeiro;rua bambui;-19.9480075;-43.9218079;30310-360
1090000.0;115.0;4;3.0;3;Ouro Preto;Rua Professor Manoel Casassanta;Ouro Preto;0;ouro preto;rua professor manoel casassanta;-19.8753371;-43.983172;31310-360
750000.0;120.0;3;2.0;2;Santa Lúcia;Rua Vega;Santa Lúcia;0;santa lucia;rua vega;-19.964784;-43.9460069;30350-577
1265000.0;78.0;3;2.0;2;São Pedro;Rua Viçosa;São Pedro;0;sao pedro;rua vicosa;-19.9454938;-43.9389531;30330-012
684000.0;72.0;3;2.0;2;Coração Eucarístico;Rua Dom João Antônio dos Santos;Coração Eucarístico;0;coracao eucaristico;rua dom joao antonio dos santos;-19.9209744;-43.9875856;30535-610
1900557.0;129.0;4;3.0;3;Santo Antônio;Rua Abre Campo;Santo Antônio;0;santo antonio;rua abre campo;-19.9469641;-43.9438091;30350-213
1200000.0;112.0;4;3.0;2;Buritis;Avenida Deputado Cristóvam Chiaradia;Buritis;0;buritis;avenida deputado cristovam chiaradia;-19.92083;-43.93778;30160-033
950000.0;118.0;3;3.0;2;Castelo;Rua Castelo de Lisboa;Castelo;0;castelo;rua castelo de lisboa;-19.8785116;-44.0012656;31330-220
1750000.0;186.0;3;4.0;2;Anchieta;Rua Odilon Braga;Anchieta;0;anchieta;rua odilon braga;-19.9500529;-43.9250693;30160-043
980000.0;144.0;4;3.0;2;Sion;Avenida dos Bandeirantes;Sion;0;sion;avenida dos bandeirantes;-19.957118;-43.9321688;30315-400
695000.0;95.0;3;3.0;2;Castelo;Rua Desembargador José Satyro;Castelo;0;castelo;rua desembargador jose satyro;-19.8886426;-43.9960496;30840-470
764990.0;80.0;3;3.0;2;Pampulha;Rua General Aranha;Pampulha;0;pampulha;rua general aranha;-19.8573026;-43.9544918;31270-310
856800.0;72.0;2;2.0;2;Buritis;Avenida José de Oliveira Vaz;Buritis;0;buritis;avenida jose de oliveira vaz;-19.9820245;-43.9777458;30575-855
230000.0;52.0;2;1.0;1;Planalto;Rua Doutor José Welinton;Planalto;0;planalto;rua doutor jose welinton;-19.8353893;-43.9435099;31742-036
850000.0;169.0;4;2.0;1;Centro;Rua dos Tupis;Centro;0;centro;rua dos tupis;-19.9199673;-43.9457542;30190-081
585000.0;108.0;3;1.0;1;Centro;Rua Goiás;Centro;0;centro;rua goias;-19.9259192;-43.9354585;30130-004
550000.0;120.0;3;3.0;0;Funcionários;Avenida Afonso Pena;Funcionários;0;funcionarios;avenida afonso pena;-19.9289953;-43.9323607;30130-012
330500.0;28.0;1;1.0;0;São Cristóvão;Rua Manoel Macedo;Outros;0;sao cristovao;rua manoel macedo;-19.9009837;-43.9453027;31210-010
375000.0;87.0;3;1.0;1;Alípio de Melo;Rua Estorninho;Outros;0;alipio de melo;rua estorninho;-19.8922507;-44.0070162;30830-500
707249.0;67.0;2;2.0;0;Centro;Rua dos Carijós;Centro;0;centro;rua dos carijos;-19.9196856;-43.9363299;30160-015
749000.0;85.0;3;2.0;3;Itapoã;Rua Sebastião Nepomuceno;Itapoã;0;itapoa;rua sebastiao nepomuceno;-19.8389315;-43.9552129;31720-440
546990.0;61.0;2;2.0;1;Pampulha;Rua General Aranha;Pampulha;0;pampulha;rua general aranha;-19.8573026;-43.9544918;31270-310
950000.0;155.0;4;5.0;3;Gutierrez;Rua Professor Baroni;Gutierrez;0;gutierrez;rua professor baroni;-19.9432727;-43.9584888;30441-190
1550000.0;218.0;4;5.0;5;Serra;Rua Herval;Serra;0;serra;rua herval;-19.9388057;-43.9187509;30240-130
3296700.0;93.0;3;3.0;2;Lourdes;Rua Felipe dos Santos;Lourdes;0;lourdes;rua felipe dos santos;-19.9342519;-43.946334;30170-090
1350000.0;69.0;2;2.0;2;Funcionários;Rua Bernardo Guimarães;Funcionários;0;funcionarios;rua bernardo guimaraes;-19.9321123;-43.9283322;30112-020
1250000.0;124.0;3;3.0;3;Graça;Rua Jurema;Graça;0;graca;rua jurema;-19.9001971;-43.930912;31140-020
1319131.0;67.0;2;2.0;2;Luxemburgo;Rua Alves do Vale;Luxemburgo;0;luxemburgo;rua alves do vale;-19.9463862;-43.9535561;30380-350
889000.0;130.0;3;2.0;2;Sagrada Família;Rua Conselheiro Lafaiete;Sagrada Família;0;sagrada familia;rua conselheiro lafaiete;-19.8988167;-43.9231518;31035-460
329000.0;50.0;2;1.0;2;Letícia;Rua José Galding;Letícia;0;leticia;rua jose galding;-19.8054111;-43.9791428;31570-000
350000.0;55.0;2;1.0;2;Letícia;Rua José Benevides da Silveira;Letícia;0;leticia;rua jose benevides da silveira;-19.8070283;-43.9804371;31570-000
349000.0;48.0;2;1.0;1;Piratininga;Rua Alberto de Freitas Ramos;Piratininga;0;piratininga;rua alberto de freitas ramos;-19.8043988;-43.9838633;31660-050
950000.0;100.0;4;3.0;3;Gutierrez;Rua Professor Baroni;Gutierrez;0;gutierrez;rua professor baroni;-19.9432727;-43.9584888;30441-190
650000.0;111.0;4;2.0;1;Estoril;Rua Paulo Piedade Campos;Estoril;0;estoril;rua paulo piedade campos;-19.965417;-43.9647127;30493-030
469673.0;55.0;2;2.0;1;Caiçara-Adelaide;Rua Zenite;Caiçara-Adelaide;0;caicara-adelaide;rua zenite;-19.9023279;-43.9785685;30750-170
270000.0;64.0;2;1.0;1;Araguaia;Rua Santa Alexandrina;Araguaia;0;araguaia;rua santa alexandrina;-19.9892902;-44.0023141;30620-090
650000.0;85.0;3;2.0;2;Santa Inês;Rua Itaobim;Santa Inês;0;santa ines;rua itaobim;-19.8872458;-43.9066511;31070-140
2700000.0;137.0;4;3.0;3;Serra;Rua Oriente;Serra;0;serra;rua oriente;-19.9400382;-43.9178023;30210-550
510000.0;150.0;3;2.0;0;Centro;Rua dos Carijós;Centro;0;centro;rua dos carijos;-19.9196856;-43.9363299;30160-015
469000.0;40.0;1;2.0;1;Barro Preto;Rua dos Tupis;Barro Preto;0;barro preto;rua dos tupis;-19.9186127;-43.9513912;30190-915
429000.0;62.0;2;2.0;1;Planalto;Rua Francisco Augusto Rocha;Planalto;0;planalto;rua francisco augusto rocha;-19.8251622;-43.9544154;31744-144
561150.0;67.0;3;2.0;2;Palmeiras;Rua Senhora do Porto;Palmeiras;0;palmeiras;rua senhora do porto;-19.9722576;-43.9834489;30575-730
360000.0;73.0;3;1.0;0;Floresta;Rua Salinas;Floresta;0;floresta;rua salinas;-19.9132533;-43.9278446;31110-005
3448440.0;182.0;4;5.0;4;Gutierrez;Rua Oscar Trompowsky;Gutierrez;0;gutierrez;rua oscar trompowsky;-19.9369049;-43.9614399;30430-180
410000.0;100.0;2;2.0;0;Centro;Rua dos Goitacazes;Centro;0;centro;rua dos goitacazes;-19.9231122;-43.9383184;31190-000
740000.0;130.0;3;2.0;2;Itapoã;Rua General Ephigênio Ruas Santos;Itapoã;0;itapoa;rua general ephigenio ruas santos;-19.8407391;-43.9562104;31720-440
440000.0;85.0;3;3.0;2;União;Rua Wallace;União;0;uniao;rua wallace;-19.8794237;-43.9200692;31170-570
685000.0;140.0;3;3.0;3;Itapoã;Rua Desembargador Lincoln Prates;Itapoã;0;itapoa;rua desembargador lincoln prates;-19.8334652;-43.9578483;31720-300
1160000.0;184.0;4;4.0;4;Itapoã;Rua José Oscar Barreira;Itapoã;0;itapoa;rua jose oscar barreira;-19.8386837;-43.9559214;31720-440
359000.0;75.0;2;1.0;1;Copacabana;Rua Viveiros de Castro;Copacabana;0;copacabana;rua viveiros de castro;-19.8322492;-43.99293;31540-360
2360165.0;135.0;4;2.0;3;Sion;Rua Montevidéu;Sion;0;sion;rua montevideu;-19.9512032;-43.9344056;30315-560
700000.0;64.0;2;2.0;2;Santa Efigênia;Rua Juiz Costa Val;Santa Efigênia;0;santa efigenia;rua juiz costa val;-19.9284206;-43.9139036;30260-250
1350000.0;97.0;3;3.0;2;Buritis;Rua Tereza Mota Valadares;Buritis;0;buritis;rua tereza mota valadares;-19.9740666;-43.9720029;30575-180
1480000.0;145.0;4;2.0;3;Luxemburgo;Rua Alves do Vale;Luxemburgo;0;luxemburgo;rua alves do vale;-19.9463862;-43.9535561;30380-350
2000000.0;145.0;3;4.0;4;Santo Antônio;Rua Ovídio Andrade;Santo Antônio;0;santo antonio;rua ovidio andrade;-19.9420965;-43.9384798;30330-160
570000.0;85.0;3;2.0;2;Copacabana;Rua Viena;Copacabana;0;copacabana;rua viena;-19.8364574;-43.9896077;31550-000
1444900.0;82.0;3;1.0;2;Savassi;Rua dos Inconfidentes;Savassi;0;savassi;rua dos inconfidentes;-19.9357256;-43.9348053;30130-151
750000.0;81.0;3;3.0;2;São Pedro;Rua Coral;São Pedro;0;sao pedro;rua coral;-19.94852;-43.9379577;30330-000
