preco;tamanho (m²);qtd_quartos;qtd_banheiros;qtd_vagas_garagem;bairro;endereco;bairro_tratada;bairro_mais_barato;bairro_norm;endereco_norm;latitude;longitude;CEP_opencage
1250000.0;90.0;3;3.0;2;Buritis;Avenida José de Oliveira Vaz;Buritis;0;buritis;avenida jose de oliveira vaz;-19.9820245;-43.9777458;30575-855
567000.0;74.0;3;2.0;0;Manacás;Rua Raul Seixas;Manacás;0;manacas;rua raul seixas;-19.8967194;-43.9983804;30840-492
1040000.0;115.0;3;2.0;2;Graça;Rua São Bento;Graça;0;graca;rua sao bento;-19.8994559;-43.9299998;30140-030
1590000.0;140.0;4;4.0;2;Serra;Rua Professor Estevão Pinto;Serra;0;serra;rua professor estevao pinto;-19.9379964;-43.9227878;30220-060
550000.0;65.0;3;2.0;1;Buritis;Avenida Senador José Augusto;Buritis;0;buritis;avenida senador jose augusto;-19.9822816;-43.9800392;30575-847
1090000.0;103.0;3;2.0;2;Sion;Rua Guaratinga;Sion;0;sion;rua guaratinga;-19.956246;-43.9328597;30315-400
2550000.0;180.0;4;4.0;3;Santo Antônio;Rua Pitangueiras;Santo Antônio;0;santo antonio;rua pitangueiras;-19.9466001;-43.9458187;30350-213
930000.0;80.0;3;2.0;2;Dona Clara;Rua Etelvina Vaz de Melo;Dona Clara;0;dona clara;rua etelvina vaz de melo;-19.8594742;-43.9424238;31260-140
1011000.0;93.0;3;2.0;3;Pampulha;Rua dos Aeroviários;Pampulha;0;pampulha;rua dos aeroviarios;-19.857863;-43.9568898;31270-700
740000.0;70.0;2;2.0;1;Buritis;Rua Eli Seabra Filho;Buritis;0;buritis;rua eli seabra filho;-19.9756214;-43.9751097;30575-740
1754908.0;100.0;3;3.0;2;Funcionários;Rua Bernardo Guimarães;Funcionários;0;funcionarios;rua bernardo guimaraes;-19.9321123;-43.9283322;30112-020
690000.0;130.0;2;1.0;2;Serrano;Rua Jornalista Geraldo Resende;Serrano;0;serrano;rua jornalista geraldo resende;-19.8845619;-44.0142518;31330-200
1317202.0;66.0;2;2.0;2;São Pedro;Rua Padre Odorico;São Pedro;0;sao pedro;rua padre odorico;-19.9416661;-43.9364777;30330-010
1150000.0;140.0;4;4.0;3;Buritis;Rua Henrique Furtado Portugal;Buritis;0;buritis;rua henrique furtado portugal;-19.9734927;-43.965941;30455-610
1558697.0;87.0;3;2.0;2;Sion;Rua República Argentina;Sion;0;sion;rua republica argentina;-19.9547019;-43.9334068;30315-550
749900.0;75.0;3;2.0;2;Sagrada Família;Rua Conselheiro Lafaiete;Sagrada Família;0;sagrada familia;rua conselheiro lafaiete;-19.8988167;-43.9231518;31035-460
650000.0;78.0;3;2.0;1;Pompéia;Rua Setúbal;Outros;0;pompeia;rua setubal;-19.9104352;-43.9013086;30285-010
2690000.0;133.0;4;4.0;3;Santo Agostinho;Rua Ouro Preto;Santo Agostinho;0;santo agostinho;rua ouro preto;-19.9290721;-43.952374;30170-041
1290000.0;132.0;2;2.0;2;Cruzeiro;Rua Martinho Campos;Cruzeiro;0;cruzeiro;rua martinho campos;-19.9426781;-43.9280798;30310-140
2369200.0;207.0;3;3.0;3;Serra;Rua do Ouro;Serra;0;serra;rua do ouro;-19.9403611;-43.9200245;30220-060
700000.0;54.0;2;2.0;2;Santa Efigênia;Rua Juiz Costa Val;Santa Efigênia;0;santa efigenia;rua juiz costa val;-19.9284206;-43.9139036;30260-250
800000.0;72.0;2;2.0;2;Belvedere;Avenida Luíz Paulo Franco;Belvedere;0;belvedere;avenida luiz paulo franco;-19.9746549;-43.9417296;30320-900
690000.0;73.0;3;2.0;2;Sagrada Família;Rua São Lázaro;Sagrada Família;0;sagrada familia;rua sao lazaro;-19.9015744;-43.9263416;31140-020
1250000.0;133.0;4;2.0;3;Jaraguá;Rua Pedro Dutra;Jaraguá;0;jaragua;rua pedro dutra;-19.8569211;-43.9517456;31270-470
756000.0;77.0;3;2.0;2;Ouro Preto;Rua Sena Madureira;Ouro Preto;0;ouro preto;rua sena madureira;-19.8727502;-43.9891683;31340-000
390900.0;48.0;2;1.0;1;Santa Terezinha;Rua Pequeri;Santa Terezinha;0;santa terezinha;rua pequeri;-19.8704767;-44.0074704;31360-000
1200000.0;100.0;3;2.0;3;Ipiranga;Rua Conde de Monte Cristo;Ipiranga;0;ipiranga;rua conde de monte cristo;-19.8786565;-43.9314508;31160-440
1150000.0;135.0;4;5.0;2;Liberdade;Rua Júlio Ferraz;Liberdade;0;liberdade;rua julio ferraz;-19.8612073;-43.9514486;31270-300
625000.0;70.0;2;2.0;1;São Bento;Praça República do Líbano;São Bento;0;sao bento;praca republica do libano;-19.953564;-43.9490114;30316-110
1500000.0;175.0;3;3.0;2;Santa Lúcia;Rua Rigel;Santa Lúcia;0;santa lucia;rua rigel;-19.9633739;-43.9471468;30350-577
1550000.0;119.0;3;2.0;3;Buritis;Rua Ernani Agricola;Buritis;0;buritis;rua ernani agricola;-19.92083;-43.93778;30160-033
1750000.0;121.0;2;1.0;2;Funcionários;Rua Santa Rita Durão;Funcionários;0;funcionarios;rua santa rita durao;-19.9364022;-43.9265967;30110-032
1042000.0;100.0;3;3.0;1;Caiçaras;Rua Rosinha Sigaud;Caiçaras;0;caicaras;rua rosinha sigaud;-19.905095;-43.9682329;30770-100
650000.0;82.0;2;1.0;1;Sion;Rua Patagônia;Sion;0;sion;rua patagonia;-19.9591387;-43.9349669;30320-380
910000.0;180.0;4;2.0;4;Grajaú;Rua Alves Pinto;Grajaú;0;grajau;rua alves pinto;-19.9385183;-43.9655632;30460-620
1030000.0;112.0;3;3.0;3;Buritis;Rua Marco Aurélio de Miranda;Buritis;0;buritis;rua marco aurelio de miranda;-19.9754308;-43.9666948;30575-210
2204000.0;140.0;4;4.0;4;Serra;Rua Níquel;Serra;0;serra;rua niquel;-19.940924;-43.9171593;30210-550
1129331.0;63.0;2;2.0;2;Lourdes;Rua Santa Catarina;Lourdes;0;lourdes;rua santa catarina;-19.9328638;-43.9465832;30160-041
707248.0;74.0;2;1.0;0;Centro;Rua dos Carijós;Centro;0;centro;rua dos carijos;-19.9196856;-43.9363299;30160-015
500000.0;120.0;3;2.0;1;Santo Antônio;Rua Deputado Álvaro Sales;Santo Antônio;0;santo antonio;rua deputado alvaro sales;-19.9490157;-43.9461962;30350-213
1386691.0;95.0;3;2.0;2;Sion;Rua Patagônia;Sion;0;sion;rua patagonia;-19.9591387;-43.9349669;30320-380
730000.0;85.0;3;2.0;2;Ouro Preto;Rua Desembargador Paulo Mota;Ouro Preto;0;ouro preto;rua desembargador paulo mota;-19.8844311;-43.9827441;31320-262
800000.0;85.0;3;2.0;2;Buritis;Rua Stella Hanriot;Buritis;0;buritis;rua stella hanriot;-19.9715569;-43.9714507;30575-180
1300000.0;150.0;3;4.0;3;Castelo;Rua Ministro Jorge Vargas;Castelo;0;castelo;rua ministro jorge vargas;-19.8881161;-44.0000274;31330-130
1431753.0;84.0;3;3.0;2;Luxemburgo;Rua Professor Júlio Mourão;Luxemburgo;0;luxemburgo;rua professor julio mourao;-19.946142;-43.9549652;30380-350
1520000.0;84.0;3;3.0;2;Serra;Rua Bambuí;Serra;0;serra;rua bambui;-19.9469677;-43.9199284;30210-590
722911.0;71.0;3;1.0;2;Padre Eustáquio;Rua Curupaiti;Padre Eustáquio;0;padre eustaquio;rua curupaiti;-19.9172558;-43.9859447;30730-420
850000.0;170.0;3;2.0;2;Padre Eustáquio;Rua Professor Raphael Hardy;Padre Eustáquio;0;padre eustaquio;rua professor raphael hardy;-19.9160937;-43.9826992;30730-430
1901570.0;161.0;4;3.0;4;Castelo;Rua Castelo de Amieira;Castelo;0;castelo;rua castelo de amieira;-19.8770174;-44.0010183;31330-310
894404.0;84.0;3;3.0;2;Graça;Rua Juruá;Graça;0;graca;rua jurua;-19.8988227;-43.9288931;30140-030
3200000.0;178.0;4;4.0;4;Barro Preto;Rua Paracatu;Barro Preto;0;barro preto;rua paracatu;-19.9229196;-43.952085;30180-090
1530917.0;108.0;2;2.0;2;Lourdes;Rua Felipe dos Santos;Lourdes;0;lourdes;rua felipe dos santos;-19.9342519;-43.946334;30170-090
491000.0;48.0;2;2.0;1;Nova Suíssa;Rua Bogari;Nova Suíssa;0;nova suissa;rua bogari;-19.9310855;-43.9724711;30421-238
700000.0;98.0;2;1.0;2;Castelo;Rua Castelo de Tordesilhas;Castelo;0;castelo;rua castelo de tordesilhas;-19.8786831;-44.0010129;31330-220
600000.0;95.0;3;2.0;1;São Lucas;Rua Nísio Batista de Oliveira;São Lucas;0;sao lucas;rua nisio batista de oliveira;-19.9305952;-43.9132267;30260-250
750000.0;140.0;3;2.0;3;Fernão Dias;Rua Jornalista Lena Santos;Fernão Dias;0;fernao dias;rua jornalista lena santos;-19.8726742;-43.9152738;31910-000
680000.0;84.0;3;3.0;3;Palmares;Rua Professor Antônio Márcio;Palmares;0;palmares;rua professor antonio marcio;-19.8722152;-43.9365916;31155-290
720000.0;56.0;2;2.0;2;Santo Antônio;Rua Conselheiro Quintiliano Silva;Santo Antônio;0;santo antonio;rua conselheiro quintiliano silva;-19.9404754;-43.9452073;30330-260
2500000.0;138.0;4;4.0;3;Serra;Rua Oriente;Serra;0;serra;rua oriente;-19.9400382;-43.9178023;30210-550
720000.0;100.0;3;2.0;2;Buritis;Rua Tereza Mota Valadares;Buritis;0;buritis;rua tereza mota valadares;-19.9740666;-43.9720029;30575-180
630000.0;63.0;3;2.0;2;Itapoã;Rua Dona Queridinha;Itapoã;0;itapoa;rua dona queridinha;-19.8372468;-43.9624414;31710-100
1259340.0;67.0;2;2.0;2;Santo Agostinho;Rua Araguari;Santo Agostinho;0;santo agostinho;rua araguari;-19.9304115;-43.9513723;30170-008
1400000.0;190.0;4;5.0;4;Grajaú;Rua Verdum;Grajaú;0;grajau;rua verdum;-19.9414124;-43.9644422;30460-620
2175000.0;159.0;3;4.0;3;Funcionários;Rua Gonçalves Dias;Funcionários;0;funcionarios;rua goncalves dias;-19.93397;-43.925972;30112-020
1100000.0;66.0;2;2.0;2;Lourdes;Rua dos Timbiras;Lourdes;0;lourdes;rua dos timbiras;-19.9264393;-43.9407219;30170-012
3200000.0;280.0;4;5.0;4;Serra;Rua Bambuí;Serra;0;serra;rua bambui;-19.9469677;-43.9199284;30210-590
2250000.0;98.0;3;4.0;2;Lourdes;Rua Santa Catarina;Lourdes;0;lourdes;rua santa catarina;-19.9328638;-43.9465832;30160-041
1240000.0;205.0;3;2.0;2;Itapoã;Rua Gumercindo Couto e Silva;Itapoã;0;itapoa;rua gumercindo couto e silva;-19.8424758;-43.9567692;31720-440
980000.0;115.0;3;4.0;1;Santo Antônio;Rua Nunes Vieira;Santo Antônio;0;santo antonio;rua nunes vieira;-19.9423861;-43.9475132;30350-143
850000.0;150.0;3;2.0;4;Ventosa;Rua Paulo Piedade Campos;Outros;0;ventosa;rua paulo piedade campos;-19.9563042;-43.9689642;30494-225
1398000.0;181.0;4;2.0;2;Serra;Rua Santa Helena;Serra;0;serra;rua santa helena;-19.9434176;-43.9177155;30210-550
800000.0;80.0;2;2.0;2;Gutierrez;Rua Professor Baroni;Gutierrez;0;gutierrez;rua professor baroni;-19.9432727;-43.9584888;30441-190
877990.0;66.0;3;2.0;1;Serra;Rua Pouso Alto;Serra;0;serra;rua pouso alto;-19.9333801;-43.9207114;30240-130
669000.0;115.0;3;2.0;1;Sion;Rua Venezuela;Sion;0;sion;rua venezuela;-19.9507529;-43.9362411;30310-000
4000000.0;207.0;4;5.0;4;Santo Agostinho;Rua Felipe dos Santos;Santo Agostinho;0;santo agostinho;rua felipe dos santos;-19.9339989;-43.9492495;30180-160
950000.0;115.0;3;2.0;2;Liberdade;Rua Vital Brasil;Liberdade;0;liberdade;rua vital brasil;-19.8613248;-43.9545847;31270-250
735887.0;75.0;3;2.0;2;Bandeirantes;Rua Lodi;Bandeirantes;0;bandeirantes;rua lodi;-19.8658021;-43.9879378;31340-150
649000.0;145.0;3;1.0;2;São João Batista;Rua Augusto Franco;São João Batista;0;sao joao batista;rua augusto franco;-19.8272316;-43.9652341;31565-180
579000.0;120.0;3;3.0;2;Ouro Preto;Rua Desembargador Paulo Mota;Ouro Preto;0;ouro preto;rua desembargador paulo mota;-19.8844311;-43.9827441;31320-262
700000.0;64.0;2;2.0;1;Buritis;Rua Eli Seabra Filho;Buritis;0;buritis;rua eli seabra filho;-19.9756214;-43.9751097;30575-740
1932387.0;106.0;3;3.0;2;Luxemburgo;Rua Guaicuí;Luxemburgo;0;luxemburgo;rua guaicui;-19.9473302;-43.9544083;30380-350
944000.0;180.0;2;2.0;2;Manacás;Rua Raimunda Simões da Silva;Manacás;0;manacas;rua raimunda simoes da silva;-19.8968255;-43.9968077;30840-492
920000.0;123.0;3;2.0;2;União;Rua Andesita;União;0;uniao;rua andesita;-19.8835502;-43.9192481;31170-590
1390000.0;89.0;3;2.0;2;Santo Agostinho;Rua Alvarenga Peixoto;Santo Agostinho;0;santo agostinho;rua alvarenga peixoto;-19.9288279;-43.9523286;30170-041
350000.0;63.0;3;2.0;1;Maria Virgínia;Rua Meira de Vasconcelos;Outros;0;maria virginia;rua meira de vasconcelos;-19.8711268;-43.9461499;31255-180
630000.0;110.0;3;1.0;1;Sion;Rua Venezuela;Sion;0;sion;rua venezuela;-19.9507529;-43.9362411;30310-000
1750000.0;189.0;4;5.0;4;Sion;Rua República Argentina;Sion;0;sion;rua republica argentina;-19.9547019;-43.9334068;30315-550
490000.0;75.0;3;2.0;1;Castelo;Rua Elson Nunes de Souza;Castelo;0;castelo;rua elson nunes de souza;-19.8893581;-43.9943443;30840-460
1400000.0;140.0;4;2.0;3;Buritis;Rua Professora Bartira Mourão;Buritis;0;buritis;rua professora bartira mourao;-19.9691788;-43.9679532;30492-020
1250000.0;91.0;3;2.0;3;Boa Viagem;Rua dos Aimorés;Boa Viagem;0;boa viagem;rua dos aimores;-19.9294534;-43.9337935;30140-080
749000.0;120.0;4;3.0;2;Cidade Nova;Rua Doutor Júlio Otaviano Ferreira;Cidade Nova;0;cidade nova;rua doutor julio otaviano ferreira;-19.8892477;-43.9227546;31170-200
850000.0;78.0;3;2.0;2;Sagrada Família;Rua Costa Monteiro;Sagrada Família;0;sagrada familia;rua costa monteiro;-19.9034208;-43.927672;31140-020
1100000.0;120.0;3;4.0;3;Liberdade;Rua Intendente Câmara;Liberdade;0;liberdade;rua intendente camara;-19.8643183;-43.9551471;31270-250
1100000.0;94.0;3;4.0;3;Buritis;Rua Doutor Lucídio Avelar;Buritis;0;buritis;rua doutor lucidio avelar;-19.9727507;-43.96518;30455-610
1311785.0;139.0;3;2.0;3;Nova Suíssa;Rua Maria Macedo;Nova Suíssa;0;nova suissa;rua maria macedo;-19.934174;-43.9725578;30421-280
800000.0;75.0;3;2.0;1;Buritis;Rua Tereza Mota Valadares;Buritis;0;buritis;rua tereza mota valadares;-19.9740666;-43.9720029;30575-180
1260000.0;138.0;4;4.0;4;Jaraguá;Rua Major Americano de Souza;Jaraguá;0;jaragua;rua major americano de souza;-19.8582385;-43.9472656;31260-220
1300000.0;102.0;3;2.0;2;Serra;Rua Palmira;Serra;0;serra;rua palmira;-19.9389948;-43.9199694;30220-060
1180000.0;70.0;2;1.0;2;Cruzeiro;Rua Pium-I;Cruzeiro;0;cruzeiro;rua pium-i;-19.9426434;-43.9299187;30310-560
950000.0;102.0;3;2.0;3;Barreiro;Rua Vila da Barra;Barreiro;0;barreiro;rua vila da barra;-19.9811741;-44.0235557;30640-000
1310000.0;65.0;2;2.0;2;Lourdes;Rua Curitiba;Lourdes;0;lourdes;rua curitiba;-19.9270602;-43.9435923;30170-011
395000.0;85.0;3;2.0;0;Serra;Rua do Ouro;Serra;0;serra;rua do ouro;-19.9403611;-43.9200245;30220-060
809900.0;202.0;3;2.0;2;Serrano;Rua Itambé do Mato Dentro;Serrano;0;serrano;rua itambe do mato dentro;-19.8772784;-44.009027;31360-000
850000.0;67.0;2;2.0;2;Sion;Rua Estados Unidos;Sion;0;sion;rua estados unidos;-19.9530789;-43.9376206;30315-250
910000.0;176.0;3;2.0;2;Planalto;Rua Professor Massanielo Santos;Planalto;0;planalto;rua professor massanielo santos;-19.8313387;-43.9576749;31720-300
2150000.0;97.0;3;2.0;3;Anchieta;Rua Vitório Marcola;Anchieta;0;anchieta;rua vitorio marcola;-19.9458758;-43.926907;30310-520
990000.0;104.0;3;3.0;3;Buritis;Avenida Aggeo Pio Sobrinho;Buritis;0;buritis;avenida aggeo pio sobrinho;-19.9746598;-43.9769735;30575-834
800000.0;100.0;3;2.0;2;Buritis;Rua Professora Bartira Mourão;Buritis;0;buritis;rua professora bartira mourao;-19.9691788;-43.9679532;30492-020
900000.0;120.0;4;3.0;2;Buritis;Rua Paulo Diniz Carneiro;Buritis;0;buritis;rua paulo diniz carneiro;-19.9664647;-43.9696938;30492-020
640000.0;80.0;2;2.0;1;Santo Antônio;Avenida Prudente de Morais;Santo Antônio;0;santo antonio;avenida prudente de morais;-19.9473795;-43.9484358;30380-728
1055000.0;170.0;4;3.0;2;Luxemburgo;Rua Pio Porto de Menezes;Luxemburgo;0;luxemburgo;rua pio porto de menezes;-19.9447908;-43.9536138;
1300000.0;75.0;2;3.0;2;Funcionários;Rua Rio Grande do Norte;Funcionários;0;funcionarios;rua rio grande do norte;-19.9283695;-43.9301026;30130-131
1190000.0;200.0;3;3.0;1;Sagrada Família;Rua São Luiz;Sagrada Família;0;sagrada familia;rua sao luiz;-19.9000932;-43.9176158;31035-340
1180000.0;117.0;2;3.0;2;Barro Preto;Rua Bernardo Guimarães;Barro Preto;0;barro preto;rua bernardo guimaraes;-19.9259036;-43.9535914;30140-076
632671.0;64.0;2;2.0;0;Centro;Rua dos Carijós;Centro;0;centro;rua dos carijos;-19.9196856;-43.9363299;30160-015
752000.0;140.0;3;3.0;2;Esplanada;Rua do Carapuça;Esplanada;0;esplanada;rua do carapuca;-19.92083;-43.93778;30160-033
1180000.0;60.0;2;3.0;2;Santo Agostinho;Rua Juiz de Fora;Santo Agostinho;0;santo agostinho;rua juiz de fora;-19.9294798;-43.9552575;30110-062
1480000.0;118.0;4;3.0;2;Funcionários;Rua Rio Grande do Norte;Funcionários;0;funcionarios;rua rio grande do norte;-19.9283695;-43.9301026;30130-131
590000.0;96.0;2;2.0;1;Liberdade;Rua Carmelino Pinto Coelho;Liberdade;0;liberdade;rua carmelino pinto coelho;-19.8599392;-43.9527365;31270-180
879000.0;85.0;3;2.0;2;Monsenhor Messias;Rua Francisco Bicalho;Outros;0;monsenhor messias;rua francisco bicalho;-19.9115093;-43.9775084;30720-480
820000.0;51.0;1;1.0;2;Santo Agostinho;Rua Alvarenga Peixoto;Santo Agostinho;0;santo agostinho;rua alvarenga peixoto;-19.9288279;-43.9523286;30170-041
857000.0;117.0;3;2.0;2;Santa Inês;Rua Caiana;Santa Inês;0;santa ines;rua caiana;-19.8888926;-43.9066352;31080-160
830000.0;140.0;4;2.0;2;Luxemburgo;Rua Felipe Drumond;Luxemburgo;0;luxemburgo;rua felipe drumond;-19.92083;-43.93778;30160-033
1265416.0;84.0;2;2.0;2;Anchieta;Rua Montes Claros;Anchieta;0;anchieta;rua montes claros;-19.9477113;-43.9266381;30310-520
2690000.0;108.0;3;3.0;2;Centro;Rua Curitiba;Centro;0;centro;rua curitiba;-19.9184402;-43.9412152;30170-120
390000.0;67.0;3;2.0;1;Paraíso;Rua Paulo Papini;Outros;0;paraiso;rua paulo papini;-19.9231534;-43.9036041;30260-270
900000.0;115.0;3;2.0;3;Palmares;Rua Jorge Angel Livraga;Palmares;0;palmares;rua jorge angel livraga;-19.8715018;-43.9398491;31255-984
910000.0;70.0;3;2.0;2;Santa Rosa;Rua Desembargador Viotti de Magalhães;Santa Rosa;0;santa rosa;rua desembargador viotti de magalhaes;-19.8632071;-43.9452469;31260-000
640000.0;90.0;3;2.0;2;Planalto;Rua Josué Azevedo;Planalto;0;planalto;rua josue azevedo;-19.8350418;-43.9475228;31720-440
2600000.0;148.0;4;4.0;3;Castelo;Rua Castelo de Arraiolos;Castelo;0;castelo;rua castelo de arraiolos;-19.8807633;-43.9954675;31330-120
500000.0;120.0;3;1.0;1;Concórdia;Rua Itamaracá;Concórdia;0;concordia;rua itamaraca;-19.9039838;-43.9362663;31110-050
850000.0;119.0;4;3.0;2;Fernão Dias;Rua José Júlio Ferreira;Fernão Dias;0;fernao dias;rua jose julio ferreira;-19.8726076;-43.9171459;31910-000
1436547.0;90.0;3;3.0;2;Luxemburgo;Rua Professor Júlio Mourão;Luxemburgo;0;luxemburgo;rua professor julio mourao;-19.946142;-43.9549652;30380-350
750000.0;132.0;3;1.0;2;Silveira;Rua Luiz Balena;Silveira;0;silveira;rua luiz balena;-19.8925249;-43.931501;31140-540
430000.0;45.0;2;1.0;1;Jardim Atlântico;Rua Carlos Sá;Jardim Atlântico;0;jardim atlantico;rua carlos sa;-19.8414871;-43.9890445;31550-000
1650000.0;107.0;3;3.0;2;Belvedere;Rua Engenheiro Walter Kurrle;Belvedere;0;belvedere;rua engenheiro walter kurrle;-19.9772295;-43.9440843;30320-900
1340000.0;126.0;4;3.0;3;Buritis;Rua Tito Guimarães;Buritis;0;buritis;rua tito guimaraes;-19.9682413;-43.9694068;30492-020
1100000.0;146.0;4;4.0;2;São José;Rua Barroso Júnior;São José;0;sao jose;rua barroso junior;-19.8585015;-43.9616601;31270-652
530000.0;95.0;3;2.0;0;São Lucas;Rua Professor Regozino Alves;São Lucas;0;sao lucas;rua professor regozino alves;-19.9313402;-43.9137989;30260-250
360000.0;40.0;1;1.0;1;Estoril;Rua Senador Lima Guimarães;Estoril;0;estoril;rua senador lima guimaraes;-19.9703392;-43.9597617;30493-030
530000.0;87.0;3;2.0;1;Ipiranga;Rua Ubaí;Ipiranga;0;ipiranga;rua ubai;-19.8875461;-43.9321896;31160-210
749000.0;100.0;3;2.0;2;São Pedro;Rua Coral;São Pedro;0;sao pedro;rua coral;-19.94852;-43.9379577;30330-000
650000.0;139.0;3;3.0;1;Gutierrez;Rua Herculano de Freitas;Gutierrez;0;gutierrez;rua herculano de freitas;-19.9342404;-43.9551726;30441-025
610000.0;104.0;3;3.0;2;Santa Mônica;Rua dos Uaicás;Santa Mônica;0;santa monica;rua dos uaicas;-19.92083;-43.93778;30160-033
790000.0;68.0;3;2.0;2;Itapoã;Rua Professor Baeta Viana;Itapoã;0;itapoa;rua professor baeta viana;-19.8368066;-43.9608369;31710-100
2230000.0;116.0;3;3.0;2;Lourdes;Rua Alvarenga Peixoto;Lourdes;0;lourdes;rua alvarenga peixoto;-19.9308588;-43.944;30180-120
590000.0;90.0;3;2.0;1;Cruzeiro;Rua Caracol;Cruzeiro;0;cruzeiro;rua caracol;-19.947255;-43.9218244;30310-360
1360000.0;93.0;3;2.0;2;Funcionários;Rua Maranhão;Funcionários;0;funcionarios;rua maranhao;-19.9352072;-43.9264341;30110-032
950000.0;186.0;4;3.0;3;Paquetá;Rua Pedrogão Pequeno;Paquetá;0;paqueta;rua pedrogao pequeno;-19.8668984;-43.9905234;31340-150
550000.0;104.0;3;2.0;2;Santo Antônio;Rua Luiza Carvalho Torres;Santo Antônio;0;santo antonio;rua luiza carvalho torres;-19.9504574;-43.9441815;30350-213
1250000.0;107.0;3;2.0;2;Funcionários;Rua Maranhão;Funcionários;0;funcionarios;rua maranhao;-19.9352072;-43.9264341;30110-032
990000.0;110.0;2;3.0;2;Cidade Nova;Rua Professor Amedee Peret;Cidade Nova;0;cidade nova;rua professor amedee peret;-19.8887251;-43.9211293;31170-270
450000.0;93.0;3;2.0;0;Floresta;Rua Jacuí;Floresta;0;floresta;rua jacui;-19.9075074;-43.9322657;31015-380
2400000.0;334.0;3;2.0;2;Cruzeiro;Rua Pium-I;Cruzeiro;0;cruzeiro;rua pium-i;-19.9426434;-43.9299187;30310-560
1612341.0;138.0;3;3.0;2;Santo Antônio;Rua Coletor Celso Werneck;Santo Antônio;0;santo antonio;rua coletor celso werneck;-19.939905;-43.9439974;30160-038
820000.0;63.0;2;2.0;2;Cidade Nova;Rua Doutor Júlio Otaviano Ferreira;Cidade Nova;0;cidade nova;rua doutor julio otaviano ferreira;-19.8892477;-43.9227546;31170-200
750000.0;100.0;2;2.0;2;Ouro Preto;Rua Desembargador Paulo Mota;Ouro Preto;0;ouro preto;rua desembargador paulo mota;-19.8844311;-43.9827441;31320-262
900000.0;120.0;4;4.0;3;Alto Barroca;Rua Armindo Chaves;Alto Barroca;0;alto barroca;rua armindo chaves;-19.9337668;-43.9674451;30431-020
1850000.0;147.0;4;3.0;3;Santa Efigênia;Rua Piauí;Santa Efigênia;0;santa efigenia;rua piaui;-19.9248171;-43.9249863;30140-001
1200000.0;121.0;2;2.0;2;Cruzeiro;Rua Alfenas;Cruzeiro;0;cruzeiro;rua alfenas;-19.9452679;-43.9234932;30310-150
1800000.0;160.0;4;4.0;4;Silveira;Rua Ana Carvalho Silveira;Silveira;0;silveira;rua ana carvalho silveira;-19.8938165;-43.9309459;31140-270
795000.0;208.0;3;2.0;2;União;Rua Arapé;União;0;uniao;rua arape;-19.8840975;-43.9214161;31170-590
750000.0;66.0;2;2.0;2;Ipiranga;Rua Doutor Furtado de Menezes;Ipiranga;0;ipiranga;rua doutor furtado de menezes;-19.8855493;-43.9335036;31160-210
1200000.0;74.0;2;3.0;2;Serra;Rua Carolina Figueiredo;Serra;0;serra;rua carolina figueiredo;-19.9397613;-43.9234105;30220-060
1080000.0;91.0;3;3.0;2;São Pedro;Rua Padre Severino;São Pedro;0;sao pedro;rua padre severino;-19.9454311;-43.9365081;30330-012
535000.0;72.0;3;2.0;2;Manacás;Rua Francisco Magalhães Gomes;Manacás;0;manacas;rua francisco magalhaes gomes;-19.8939738;-43.998234;30840-300
985000.0;122.0;2;3.0;2;Alto Barroca;Rua Armindo Chaves;Alto Barroca;0;alto barroca;rua armindo chaves;-19.9337668;-43.9674451;30431-020
769000.0;79.0;3;2.0;2;Jardim América;Rua Lindolfo de Azevedo;Jardim América;0;jardim america;rua lindolfo de azevedo;-19.9434681;-43.9740084;30421-351
1050000.0;186.0;4;3.0;2;São José;Rua Roquete Mendonça;São José;0;sao jose;rua roquete mendonca;-19.8606862;-43.9682251;31275-050
947000.0;64.0;2;2.0;2;Funcionários;Rua dos Timbiras;Funcionários;0;funcionarios;rua dos timbiras;-19.9302731;-43.9251278;30150-228
750000.0;120.0;3;3.0;2;Buritis;Rua Tereza Mota Valadares;Buritis;0;buritis;rua tereza mota valadares;-19.9740666;-43.9720029;30575-180
999000.0;159.0;3;2.0;3;Liberdade;Rua Vital Brasil;Liberdade;0;liberdade;rua vital brasil;-19.8613248;-43.9545847;31270-250
1860000.0;105.0;3;2.0;2;Cidade Nova;Rua Nelson Soares de Faria;Cidade Nova;0;cidade nova;rua nelson soares de faria;-19.8925835;-43.927071;31170-030
999900.0;157.0;3;2.0;3;Liberdade;Rua Vital Brasil;Liberdade;0;liberdade;rua vital brasil;-19.8613248;-43.9545847;31270-250
820000.0;171.0;4;3.0;2;Buritis;Rua Tereza Mota Valadares;Buritis;0;buritis;rua tereza mota valadares;-19.9740666;-43.9720029;30575-180
1480000.0;87.0;3;2.0;2;Santo Agostinho;Rua Alvarenga Peixoto;Santo Agostinho;0;santo agostinho;rua alvarenga peixoto;-19.9288279;-43.9523286;30170-041
820000.0;55.0;2;3.0;2;Serra;Rua Professor Estevão Pinto;Serra;0;serra;rua professor estevao pinto;-19.9379964;-43.9227878;30220-060
589000.0;65.0;3;2.0;2;Itapoã;Rua Desembargador Lincoln Prates;Itapoã;0;itapoa;rua desembargador lincoln prates;-19.8334652;-43.9578483;31720-300
